lon,lat
74.18608,32.191948
74.185995,32.192017
74.18586731,32.19200134
68.367105,25.386146
68.367081,25.385971
73.015137,33.694038
68.364487,25.376701
64.410193,28.88286
73.07762146,31.42433167
73.12019348,31.43119812
73.14628601,31.4490509
74.08973694,31.83494568
74.06639099,31.86515808
73.07487488,31.38999939
73.05290222,31.41609192
73.070755,31.37489319
73.076935,31.381073
73.07624817,31.39549255
73.07899475,31.42295837
68.86436462,27.66838074
72.998952,33.686142
72.99797058,33.68614197
72.996368,33.688889
72.993393,33.693466
72.99247742,33.695755
72.998886,33.698502
73.009349,33.703799
73.011961,33.700733
73.016073,33.70412
73.022286,33.709084
73.026148,33.712762
73.027496,33.712749
73.030319,33.707809
73.034099,33.703467
73.035485,33.698925
73.038663,33.696984
73.041916,33.689477
73.04564,33.687224
73.043839,33.687515
73.042022,33.676951
73.04752,33.679121
73.055216,33.671976
73.058194,33.668976
73.062154,33.666049
73.063926,33.662425
73.063339,33.656754
73.057709,33.656616
73.059921,33.653336
73.061987,33.650965
73.060081,33.650124
73.057284,33.64854
73.060965,33.649329
73.048553,33.644028
73.043564,33.641373
73.036652,33.637619
73.029556,33.634415
73.026924,33.632469
73.02166,33.630524
73.020443,33.629088
73.02063,33.62915
73.011017,33.623886
72.998795,33.617203
72.990189,33.615189
72.980461,33.619881
72.969131,33.624344
72.962045,33.624783
72.951475,33.62454
72.946335,33.629013
72.946152,33.631851
72.933426,33.63121
72.926658,33.639352
72.935899,33.641923
72.912298,33.649591
72.867878,33.676534
72.8941,33.661048
72.852978,33.682081
72.884287,33.670765
72.850146,33.678295
72.816866,33.687346
72.818419,33.707905
72.805906,33.721848
72.804337,33.731003
72.803116,33.73436
72.799759,33.737183
72.798386,33.737412
72.797595,33.737828
72.789368,33.741623
72.770566,33.747566
72.758057,33.753571
72.733001,33.754883
72.72908,33.770737
72.721449,33.773052
72.722554,33.785114
72.721415,33.770174
72.937983,33.631398
72.977234,33.621597
72.983551,33.617821
72.986813,33.616962
72.994881,33.615074
73.012733,33.624687
73.024063,33.630753
73.025436,33.63224
73.033791,33.636246
73.039954,33.639646
73.050613,33.644943
73.04740906,33.64356995
73.02268982,33.62983704
73.01548,33.626404
73.002548,33.619308
72.992477,33.614731
72.973251,33.623428
72.78511,33.739975
72.785385,33.742447
72.740248,33.756181
72.714557,33.746912
72.799988,33.733978
72.804337,33.730087
72.84141541,33.68614197
72.969818,33.624344
73.00758362,33.62297058
73.029007,33.633682
73.043289,33.64151
72.62701,31.120663
72.996139,33.647598
72.997055,33.648148
73.005592,33.660118
72.999086,33.656015
72.996156,33.654998
72.999618,33.661148
73.011961,33.66683
73.021139,33.669618
73.019325,33.670967
73.027924,33.672876
73.035027,33.662219
73.026221,33.679668
73.019562,33.683853
73.019943,33.686061
73.017977,33.68963
73.015308,33.693523
73.010845,33.701077
73.025093,33.713436
73.058829,33.669663
73.069624,33.657222
73.069347,33.655415
73.06938171,33.65455627
73.065777,33.653355
72.639818,31.143361
73.044937,33.624207
73.044901,33.624463
68.84376526,27.69721985
68.84788513,27.6587677
68.847885,27.658081
73.095474,33.579243
73.094464,33.581517
73.089316,33.585081
73.089759,33.585864
73.087734,33.587284
73.093987,33.579369
73.09547424,33.58039856
73.080328,33.591942
73.080368,33.59782
73.084165,33.599302
73.090408,33.600266
73.095274,33.602343
73.100212,33.605736
73.108555,33.608259
73.118477,33.604946
73.122253,33.603144
73.129051,33.605324
73.125184,33.613793
73.116705,33.625253
73.109665,33.634262
73.109099,33.635258
73.101425,33.645336
73.094336,33.654399
73.0928,33.657086
73.090076,33.660476
73.084271,33.668362
73.077758,33.676706
73.071579,33.682983
73.072293,33.683725
73.063971,33.695197
73.053477,33.7033
73.058739,33.700218
73.053916,33.707903
73.040106,33.70181
73.037247,33.698227
73.031714,33.695755
73.007418,33.683671
73.033843,33.69821
73.024063,33.693642
73.020669,33.690688
73.011492,33.686142
73.002952,33.681645
73.004098,33.683818
72.997284,33.683396
73.00972,33.676109
73.012619,33.675797
73.01445007,33.67652893
73.018949,33.679844
73.022518,33.680134
73.020366,33.68255
73.023867,33.684769
73.084946,33.664627
73.21769714,34.14619446
73.21769714,34.14619446
73.21769714,34.14619446
73.20671082,34.14756775
73.20671082,34.14756775
73.20671082,34.14756775
73.22731018,34.17228699
73.22731018,34.17228699
73.22731018,34.17228699
73.23829651,34.19837952
73.23829651,34.19837952
73.23829651,34.19837952
73.24928284,34.17915344
73.24928284,34.17915344
73.24928284,34.17915344
73.26026917,34.15855408
73.26026917,34.15855408
73.26026917,34.15855408
73.31382751,34.15031433
73.31382751,34.15031433
73.05152893,33.99238586
73.05152893,33.99238586
72.8276825,33.95118713
72.8276825,33.95118713
72.77000427,33.89076233
72.77000427,33.89076233
73.16551208,34.11598206
73.16551208,34.11598206
73.30833435,34.39338684
73.30833435,34.39338684
73.12294006,34.17503357
73.12294006,34.17503357
72.36076355,33.77815247
72.36076355,33.77815247
72.36076355,33.77815247
72.35664368,33.76579285
72.35664368,33.76579285
72.35664368,33.76579285
72.38685608,33.77128601
72.38685608,33.77128601
72.38685608,33.77128601
72.33879089,33.84132385
72.33879089,33.84132385
71.46125793,33.91822815
71.46125793,33.91822815
71.46125793,33.91822815
73.22181702,34.43733215
73.22181702,34.43733215
73.22181702,34.43733215
73.0405426,34.67628479
73.0405426,34.67628479
73.0405426,34.67628479
73.01994324,34.67216492
73.01994324,34.67216492
73.01994324,34.67216492
73.78486633,33.98139954
73.78486633,33.98139954
73.46214294,33.96492004
73.46214294,33.96492004
73.46214294,33.96492004
71.52854919,34.74082947
71.52854919,34.74082947
71.52854919,34.74082947
71.52854919,34.74082947
71.41456604,34.78752136
71.41456604,34.78752136
71.41456604,34.78752136
73.35502625,34.54856873
73.35502625,34.54856873
73.35502625,34.54856873
70.61256409,32.98713684
70.61256409,32.98713684
70.61256409,32.98713684
70.60020447,32.99125671
70.60020447,32.99125671
70.60020447,32.99125671
70.61531067,32.9940033
70.61531067,32.9940033
70.61531067,32.9940033
70.78285217,32.82783508
70.78285217,32.82783508
70.78285217,32.82783508
71.94190979,34.60075378
71.94190979,34.60075378
71.94190979,34.60075378
71.96662903,34.61723328
71.96662903,34.61723328
71.96662903,34.61723328
72.48985291,34.47441101
72.48985291,34.47441101
72.48985291,34.47441101
72.46513367,34.50462341
72.46513367,34.50462341
72.46513367,34.50462341
72.45140076,34.5980072
72.45140076,34.5980072
72.45140076,34.5980072
72.91419983,33.23295593
72.91419983,33.23295593
72.91419983,33.23295593
71.74827576,34.15168762
71.74827576,34.15168762
71.74827576,34.15168762
71.72904968,34.14619446
71.72904968,34.14619446
71.72904968,34.14619446
71.76338196,34.18876648
71.76338196,34.18876648
71.76338196,34.18876648
71.65077209,34.29725647
71.65077209,34.29725647
71.65077209,34.29725647
72.85514832,32.93495178
72.85514832,32.93495178
72.85514832,32.93495178
72.85652161,32.92533875
72.85652161,32.92533875
72.85652161,32.92533875
72.83729553,32.93357849
72.83729553,32.93357849
72.83729553,32.93357849
72.86476135,32.92396545
72.86476135,32.92396545
72.86476135,32.92396545
71.88560486,34.18190002
71.88560486,34.18190002
71.61506653,34.12284851
71.61506653,34.12284851
71.61506653,34.12284851
72.35939026,34.0486908
72.35939026,34.0486908
72.35939026,34.0486908
70.35438538,31.60011292
70.35438538,31.60011292
70.35438538,31.60011292
72.98423767,32.71522522
72.98423767,32.71522522
72.98423767,32.71522522
71.80870056,33.93058777
71.80870056,33.93058777
71.80870056,33.93058777
70.32966614,31.73332214
70.32966614,31.73332214
70.32966614,31.73332214
72.51731873,32.95417786
72.51731873,32.95417786
70.89683533,31.82533264
70.89683533,31.82533264
70.89683533,31.82533264
70.90232849,31.8321991
70.90232849,31.8321991
70.90232849,31.8321991
70.90507507,31.84181213
70.90507507,31.84181213
70.90507507,31.84181213
70.90782166,31.82395935
70.90782166,31.82395935
70.90782166,31.82395935
70.82542419,31.72645569
70.82542419,31.72645569
70.82542419,31.72645569
70.76225281,31.55754089
70.76225281,31.55754089
70.76225281,31.55754089
70.76225281,31.55754089
70.71418762,31.40235901
70.71418762,31.40235901
70.71418762,31.40235901
70.73616028,31.92420959
70.73616028,31.92420959
70.55625916,32.07115173
70.55625916,32.07115173
70.60707092,31.8157196
70.60707092,31.8157196
71.41868591,33.49113464
71.41868591,33.49113464
71.33903503,33.38539124
71.33903503,33.38539124
71.33903503,33.38539124
71.33903503,33.38539124
70.9778595,32.99125671
70.9778595,32.99125671
70.90370178,32.86766052
70.90370178,32.86766052
70.78285217,32.75917053
70.78285217,32.75917053
70.78285217,32.75917053
70.77186584,32.62733459
70.77186584,32.62733459
70.77186584,32.62733459
70.77186584,32.62733459
70.7334137,32.50099182
70.7334137,32.50099182
70.7334137,32.50099182
70.75126648,32.40623474
70.75126648,32.40623474
70.75126648,32.40623474
70.72792053,32.3059845
70.72792053,32.3059845
70.72792053,32.3059845
70.75675964,32.19612122
70.75675964,32.19612122
70.8089447,32.05467224
70.8089447,32.05467224
70.87486267,31.9077301
70.87486267,31.9077301
70.87486267,31.9077301
73.25065613,34.42771912
73.25065613,34.42771912
73.25065613,34.42771912
73.15177917,33.15330505
73.15177917,33.15330505
73.15177917,33.15330505
73.6063385,33.02833557
73.6063385,33.02833557
73.6063385,33.02833557
73.61045837,33.03794861
73.61045837,33.03794861
73.61045837,33.03794861
73.40446472,33.01460266
73.40446472,33.01460266
73.40446472,33.01460266
73.40858459,32.93083191
73.40858459,32.93083191
73.40858459,32.93083191
73.29597473,32.87864685
73.29597473,32.87864685
73.29597473,32.87864685
71.8938446,34.50737
71.8938446,34.50737
71.8938446,34.50737
73.45664978,34.02534485
73.45664978,34.02534485
73.45664978,34.02534485
72.6436615,33.56391907
72.6436615,33.56391907
72.6436615,33.56391907
73.18061829,32.70011902
73.11882019,32.66166687
73.35639954,34.46891785
73.35639954,34.46891785
73.35639954,34.46891785
73.30558777,33.25630188
73.30558777,33.25630188
73.30558777,33.25630188
73.31108093,33.25080872
73.31108093,33.25080872
73.31108093,33.25080872
73.45252991,33.33457947
73.45252991,33.33457947
73.45252991,33.33457947
73.47724915,33.29612732
73.47724915,33.29612732
73.47724915,33.29612732
73.95378113,32.79899597
71.67686462,33.49937439
71.67686462,33.49937439
71.67686462,33.49937439
73.17649841,33.54057312
73.17649841,33.54057312
73.17649841,33.54057312
73.19572449,33.49388123
73.19572449,33.49388123
73.19572449,33.49388123
73.2396698,33.36341858
73.2396698,33.36341858
73.2396698,33.36341858
73.29048157,33.27003479
73.29048157,33.27003479
73.29048157,33.27003479
73.39759827,33.14506531
73.39759827,33.14506531
73.39759827,33.14506531
73.64616394,33.01460266
73.64616394,33.01460266
73.64616394,33.01460266
73.75053406,32.9019928
73.75053406,32.9019928
73.75053406,32.9019928
73.87275696,32.80036926
73.47999573,33.05992126
73.47999573,33.05992126
73.47999573,33.05992126
72.90596008,33.65318298
72.90596008,33.65318298
72.90596008,33.65318298
72.80433655,33.73558044
72.80433655,33.73558044
72.80433655,33.73558044
72.68486023,33.81797791
72.68486023,33.81797791
72.68486023,33.81797791
72.54066467,33.81797791
72.54066467,33.81797791
72.45277405,33.86329651
72.45277405,33.86329651
72.45277405,33.86329651
72.2303009,33.91685486
72.2303009,33.91685486
72.20832825,33.96492004
72.20832825,33.96492004
72.20832825,33.96492004
72.12867737,34.00062561
72.12867737,34.00062561
72.12867737,34.00062561
71.78260803,34.01161194
71.78260803,34.01161194
71.78260803,34.01161194
71.67137146,34.01847839
71.67137146,34.01847839
71.67137146,34.01847839
73.17100525,33.28514099
73.17100525,33.28514099
73.0721283,33.176651
73.0721283,33.176651
72.96775818,33.06404114
72.96775818,33.06404114
72.96775818,33.06404114
72.39646912,33.06678772
72.39646912,33.06678772
72.81532288,33.59550476
72.81532288,33.59550476
72.59422302,33.38127136
72.59422302,33.38127136
72.44316101,33.25630188
72.44316101,33.25630188
72.42530823,33.48152161
72.42530823,33.48152161
72.42530823,33.48152161
72.23854065,33.51036072
72.23854065,33.51036072
72.23854065,33.51036072
71.7414093,33.51173401
71.7414093,33.51173401
71.7414093,33.51173401
71.51893616,33.55705261
71.51893616,33.55705261
71.51893616,33.55705261
72.52281189,33.66279602
72.52281189,33.66279602
72.52281189,33.66279602
72.41157532,33.70674133
72.41157532,33.70674133
72.41157532,33.70674133
73.68873596,32.8553009
73.68873596,32.8553009
73.68873596,32.8553009
73.4236908,32.65617371
73.14353943,32.60673523
73.73954773,33.0393219
73.73954773,33.0393219
73.73954773,33.0393219
73.44291687,33.94294739
73.44291687,33.94294739
73.44291687,33.94294739
73.48823547,33.94569397
73.48823547,33.94569397
73.48823547,33.94569397
72.91969299,32.85118103
72.91969299,32.85118103
72.91969299,32.85118103
73.03092957,32.75779724
73.03092957,32.75779724
73.03092957,32.75779724
72.75352478,32.85392761
72.75352478,32.85392761
72.75352478,32.85392761
73.06388855,32.90885925
73.06388855,32.90885925
73.06388855,32.90885925
73.14903259,33.00361633
73.14903259,33.00361633
73.14903259,33.00361633
73.29185486,33.0997467
73.29185486,33.0997467
73.29185486,33.0997467
73.23280334,33.76716614
73.23280334,33.76716614
73.41270447,33.86329651
73.41270447,33.86329651
72.93891907,32.59025574
72.93891907,32.59025574
72.93891907,32.59025574
73.2849884,33.47190857
73.2849884,33.47190857
71.66999817,33.95393372
71.66999817,33.95393372
71.66999817,33.95393372
71.8032074,34.38652039
71.8032074,34.38652039
71.8032074,34.38652039
71.06300354,33.53233337
71.06300354,33.53233337
71.06300354,33.53233337
72.91007996,34.01985168
72.91007996,34.01985168
72.91007996,34.01985168
72.94166565,33.99513245
72.94166565,33.99513245
72.94166565,33.99513245
72.92106628,33.98277283
72.92106628,33.98277283
72.92106628,33.98277283
72.93067932,33.99650574
72.93067932,33.99650574
72.93067932,33.99650574
72.84690857,33.88664246
72.84690857,33.88664246
72.84690857,33.88664246
72.87162781,33.94706726
72.87162781,33.94706726
70.9311676,33.45954895
70.9311676,33.45954895
70.73890686,33.42658997
70.73890686,33.42658997
70.73890686,33.42658997
70.64277649,33.41011047
70.64277649,33.41011047
73.15177917,34.05555725
73.15177917,34.05555725
73.15177917,34.05555725
72.48710632,33.90861511
72.48710632,33.90861511
72.48710632,33.90861511
73.0872345,33.73283386
73.0872345,33.73283386
73.0872345,33.73283386
73.07624817,33.72871399
73.07624817,33.72871399
73.07624817,33.72871399
73.06938171,33.73146057
73.06938171,33.73146057
73.06938171,33.73146057
73.05839539,33.72459412
73.05839539,33.72459412
73.05839539,33.72459412
73.0556488,33.71910095
73.0556488,33.71910095
73.0556488,33.71910095
73.04740906,33.7273407
73.04740906,33.7273407
73.04740906,33.7273407
73.0405426,33.71086121
73.0405426,33.71086121
73.0405426,33.71086121
73.03779602,33.70674133
73.03779602,33.70674133
73.03367615,33.71498108
73.03367615,33.71498108
73.03367615,33.71498108
73.01307678,33.69300842
73.01307678,33.69300842
73.00621033,33.69850159
73.00621033,33.69850159
73.00621033,33.69850159
73.00758362,33.68888855
73.00758362,33.68888855
72.99934387,33.69026184
72.99934387,33.69026184
72.99934387,33.69026184
72.98698425,33.68339539
72.98698425,33.68339539
73.10783386,33.74382019
73.10783386,33.74382019
73.10783386,33.74382019
73.07487488,33.74107361
73.07487488,33.74107361
73.07487488,33.74107361
73.0721283,33.72322083
73.0721283,33.72322083
73.0721283,33.72322083
73.04328918,33.71772766
73.04328918,33.71772766
73.04328918,33.71772766
72.98561096,33.67652893
72.98561096,33.67652893
72.97599792,33.69300842
72.97599792,33.69300842
72.97599792,33.69300842
73.02268982,33.71635437
73.02268982,33.71635437
73.02268982,33.71635437
73.12019348,33.72596741
73.12019348,33.72596741
73.12019348,33.72596741
73.08860779,33.72596741
73.08860779,33.72596741
73.08860779,33.72596741
73.07624817,33.72047424
73.07624817,33.72047424
73.07624817,33.72047424
73.06526184,33.71360779
73.06526184,33.71360779
73.06526184,33.71360779
73.0556488,33.70948792
73.08448792,33.71772766
73.08448792,33.71772766
73.08448792,33.71772766
73.08036804,33.71086121
73.08036804,33.71086121
73.08036804,33.71086121
73.06800842,33.70674133
73.06800842,33.70674133
73.06800842,33.70674133
73.08860779,33.70811462
73.08860779,33.70811462
73.08860779,33.70811462
73.08448792,33.70536804
73.08448792,33.70536804
73.08448792,33.70536804
73.05976868,33.69300842
73.05976868,33.69300842
73.05015564,33.6971283
73.03230286,33.68751526
73.03092957,33.67652893
73.03092957,33.67652893
72.99934387,33.66966248
72.99934387,33.66966248
72.99797058,33.66142273
72.99797058,33.66142273
72.99797058,33.66142273
72.96638489,33.63945007
72.96638489,33.63945007
72.96638489,33.63945007
73.05015564,33.68888855
73.05015564,33.68888855
73.05015564,33.68888855
73.00895691,33.6806488
73.00895691,33.6806488
73.03916931,33.69300842
73.03916931,33.69300842
73.04740906,33.64631653
73.04740906,33.64631653
73.04740906,33.64631653
73.06251526,33.6806488
73.06251526,33.6806488
73.09547424,33.71635437
73.09547424,33.71635437
73.09547424,33.71635437
73.01170349,33.66828918
73.01170349,33.66828918
73.01170349,33.66828918
72.95951843,33.66416931
72.95951843,33.66416931
72.95951843,33.66416931
73.06251526,33.67515564
73.06251526,33.67515564
73.07487488,33.67103577
73.07487488,33.67103577
73.05839539,33.66828918
73.05839539,33.66828918
73.05839539,33.66828918
73.0556488,33.65592957
73.0556488,33.65592957
73.0556488,33.65592957
73.03779602,33.64631653
73.035638,33.644943
73.035324,33.647552
73.18336487,33.74107361
73.18336487,33.74107361
73.18336487,33.74107361
73.10783386,33.69163513
73.10783386,33.69163513
73.10783386,33.69163513
72.96913147,33.62571716
72.96913147,33.62571716
72.96913147,33.62571716
73.070755,33.66279602
73.070755,33.66279602
73.070755,33.66279602
73.04603577,33.65867615
73.04603577,33.65867615
73.04603577,33.65867615
73.03230286,33.6504364
73.034363,33.64769
73.03230286,33.6504364
73.15452576,33.70811462
73.15452576,33.70811462
73.15452576,33.70811462
73.14079285,33.67240906
73.14079285,33.67240906
73.14079285,33.67240906
73.16413879,33.64906311
73.16413879,33.64906311
73.16413879,33.64906311
73.07624817,33.66279602
73.07624817,33.66279602
73.04740906,33.67378235
73.04740906,33.67378235
73.04740906,33.67378235
73.24653625,33.70948792
73.24653625,33.70948792
73.24653625,33.70948792
73.71894836,32.94456482
73.71894836,32.94456482
73.71894836,32.94456482
73.74778748,32.95692444
73.74778748,32.95692444
73.74778748,32.95692444
73.72444153,32.93495178
73.72444153,32.93495178
73.72444153,32.93495178
73.73680115,32.93769836
73.73680115,32.93769836
73.73680115,32.93769836
73.72306824,32.96516418
73.72306824,32.96516418
73.72306824,32.96516418
73.70109558,32.93769836
73.70109558,32.93769836
73.70109558,32.93769836
73.73130798,32.92945862
73.73130798,32.92945862
73.73130798,32.92945862
73.72032166,32.92396545
73.72032166,32.92396545
73.72032166,32.92396545
72.0174408,33.43070984
72.0174408,33.43070984
72.0174408,33.43070984
71.28410339,34.01298523
71.28410339,34.01298523
71.18797302,34.07752991
71.18797302,34.07752991
71.13990784,34.09812927
71.13990784,34.09812927
71.13990784,34.09812927
71.16462708,34.11048889
71.16462708,34.11048889
71.16462708,34.11048889
72.07237244,34.35905457
72.07237244,34.35905457
72.07237244,34.35905457
73.86451721,32.81410217
73.91120911,32.80448914
71.25526428,33.60374451
71.25526428,33.60374451
70.46012878,31.93244934
70.46012878,31.93244934
70.46012878,31.93244934
71.13578796,33.12995911
71.13578796,33.12995911
71.09733582,33.1162262
71.09733582,33.1162262
71.09733582,33.1162262
74.07051086,32.85118103
72.47337341,35.0717926
72.47337341,35.0717926
72.47337341,35.0717926
72.52967834,35.1486969
72.52967834,35.1486969
72.52967834,35.1486969
72.54615784,35.2091217
72.54615784,35.2091217
72.91694641,33.80836487
72.91694641,33.80836487
72.91694641,33.80836487
73.3769989,33.41560364
73.3769989,33.41560364
73.3769989,33.41560364
71.46125793,33.6051178
71.46125793,33.6051178
71.46125793,33.6051178
71.43928528,33.59825134
71.43928528,33.59825134
71.43928528,33.59825134
71.4365387,33.58726501
71.4365387,33.58726501
71.4365387,33.58726501
71.45301819,33.56666565
71.45301819,33.56666565
71.45301819,33.56666565
71.45576477,33.58451843
71.45576477,33.58451843
71.45576477,33.58451843
70.78559875,33.29612732
70.78559875,33.29612732
70.78559875,33.29612732
70.11543274,33.88389587
70.11543274,33.88389587
70.11543274,33.88389587
70.10032654,33.90037537
70.10032654,33.90037537
70.10032654,33.90037537
70.13053894,33.9250946
70.13053894,33.9250946
70.13053894,33.9250946
70.02067566,33.93058777
70.02067566,33.93058777
70.02067566,33.93058777
69.93415833,33.94569397
69.93415833,33.94569397
69.93415833,33.94569397
70.03715515,33.8344574
70.03715515,33.8344574
70.19096375,33.79463196
70.19096375,33.79463196
70.31867981,33.60786438
70.31867981,33.60786438
70.31867981,33.60786438
70.34339905,33.54469299
70.34339905,33.54469299
73.01445007,32.63008118
73.01445007,32.63008118
73.01445007,32.63008118
73.53355408,33.82072449
73.53355408,33.82072449
73.53355408,33.82072449
73.43193054,33.70811462
73.43193054,33.70811462
73.43193054,33.70811462
72.72743225,32.5655365
72.72743225,32.5655365
72.72743225,32.5655365
70.90919495,32.60948181
70.90919495,32.60948181
70.90919495,32.60948181
72.97325134,34.2766571
72.97325134,34.2766571
72.97325134,34.2766571
70.86936951,33.10661316
70.86936951,33.10661316
70.86936951,33.10661316
72.811203,33.67652893
72.811203,33.67652893
72.70683289,33.74794006
72.70683289,33.74794006
72.8730011,33.5900116
72.8730011,33.5900116
72.8730011,33.5900116
72.83180237,33.45680237
72.83180237,33.45680237
72.75764465,33.29063416
72.75764465,33.29063416
72.62168884,33.10798645
72.62168884,33.10798645
72.68623352,32.93495178
72.68623352,32.93495178
72.72880554,32.76878357
72.72880554,32.76878357
72.79747009,32.57652283
72.79747009,32.57652283
72.71369934,32.67677307
72.71369934,32.67677307
72.03117371,34.20799255
72.03117371,34.20799255
72.03117371,34.20799255
72.04078674,34.19563293
72.04078674,34.19563293
72.04078674,34.19563293
72.05177307,34.19837952
72.05177307,34.19837952
72.05177307,34.19837952
72.03529358,34.18739319
72.03529358,34.18739319
72.03529358,34.18739319
71.9254303,34.28215027
71.9254303,34.28215027
71.9254303,34.28215027
72.03529358,34.14619446
72.03529358,34.14619446
72.03529358,34.14619446
72.05726624,34.19151306
72.05726624,34.19151306
72.05726624,34.19151306
72.16300964,34.19837952
72.16300964,34.19837952
72.16300964,34.19837952
72.19184875,34.14756775
72.19184875,34.14756775
72.19184875,34.14756775
72.10395813,34.14619446
72.10395813,34.14619446
72.10395813,34.14619446
71.90071106,34.39338684
71.90071106,34.39338684
71.90071106,34.39338684
71.9103241,34.45930481
71.9103241,34.45930481
71.9103241,34.45930481
72.01469421,34.10636902
72.01469421,34.10636902
72.01469421,34.10636902
72.85514832,32.73719788
72.85514832,32.73719788
72.85514832,32.73719788
71.74827576,33.13270569
71.74827576,33.13270569
71.74827576,33.13270569
71.39259338,34.32060242
71.39259338,34.32060242
71.35002136,34.37004089
71.35002136,34.37004089
71.35002136,34.37004089
71.30470276,34.45106506
71.30470276,34.45106506
73.61457825,33.11897278
73.61457825,33.11897278
