FID,Y,X,Province,School_Nam
2863,30.141451330300001,69.194825823700000,Balochistan,GBPS Killi Baloach Khan Toor Duber Lakhi
2864,30.245297854699999,69.098876863200005,Balochistan,GBPS Killi Hassan Khan
2865,30.239968475400001,69.026676444100005,Balochistan,GBPS Snaow  Jalil
2866,30.275948802399999,69.179986468699994,Balochistan,GBPS Haibtan
2867,30.246033213299999,69.117461238100006,Balochistan,GBPS Haji Toti Lakhi
2868,30.294878488100000,69.185854362200004,Balochistan,GBPS Akhtar Muhammad Bar Garh
2869,30.260035116699999,69.084353349099999,Balochistan,GBPS Killi Sher Muhammad Sherak
2870,30.294798362200002,69.185388429400007,Balochistan,GBPS Haji Karhay
2871,30.346459857199999,69.246828173899999,Balochistan,GBPS Mulla Janay Talao
2872,30.320468795400000,69.237787093500003,Balochistan,GBPS Killi Lal Muhammad Ghorni Talao
2873,30.271183204900002,69.085093587399996,Balochistan,GBMIDS Sanghorhi
2874,30.029540242600000,68.894045589100003,Balochistan,GBPS Beher-Ul-Aloom Nana Sahib Zairat
2875,30.046439375300000,69.201682250499999,Balochistan,GBPS   Dad   Ali    Marri
2876,30.048416727999999,69.044853865899995,Balochistan,GBPS Killi Paind Khan
2877,30.040981574900002,68.987055546999997,Balochistan,GBPS Dani Khan Muhammad
2878,30.028063070200002,68.896852096600000,Balochistan,GBHS Nana Sahib Zairat
2879,30.027364596500000,68.946696107199998,Balochistan,GBPS Koochi Faiz Muhammad
2880,30.018051281900000,68.938469894799994,Balochistan,GBPS Koochi Baz Muhammad
2881,30.060036134099999,68.908220771200007,Balochistan,GBPS Killi Agha Abad
2882,30.017799946200000,68.935884693399998,Balochistan,GBPS Koochi Taj Muhammad
2883,30.019272563500000,68.977285586299999,Balochistan,GBPS Kolla  Kaan
2884,30.269970352100000,69.139017447000001,Balochistan,GBPS Dairh Munah Baz  Khan
2885,30.332215896800001,69.265427820200003,Balochistan,GBPS Taj-Ud-Din Talao
2886,30.274815601400000,69.148198573900004,Balochistan,GBPS Sohbat Sheher
2887,30.169720560700000,68.845050779199994,Balochistan,GBPS Shahbaz Cheena
2888,30.166158586800002,68.896527695200007,Balochistan,GBPS Kach Sadozai
2889,30.251926406900001,69.036878582599996,Balochistan,GBPS Killi Gazz
2890,30.167038091100000,68.907279443700006,Balochistan,GBPS Abdul Haleem Wal
2891,30.184030163999999,68.997933695300006,Balochistan,GBPS Wal Shadyani
2892,30.234179632000000,68.938954526700002,Balochistan,GBPS Killi Taj Muhammad Shume Zai
2893,30.276875813400000,69.154544810399997,Balochistan,GBPS  Killi Paaygul Cheena
2894,30.189055758799999,69.015914847299996,Balochistan,GBPS Wal Naik Muhammad
2895,30.075525900599999,69.047634169500000,Balochistan,GBHS Raz Muhammad Mainzai
2896,30.156944299999999,69.128293562400003,Balochistan,GBHS Haji Karaiz Duki
2897,30.123907914499998,69.126438600699998,Balochistan,GBMIDS Mir Jan Zai
2898,30.019979291500000,69.224701396200004,Balochistan,GBHS Hosari
2899,30.091670846900001,69.084782212999997,Balochistan,GBHS Bugat
2900,30.074240985900001,69.058665605800002,Balochistan,GBPS Fateh Khan Katta Khail
2901,30.074900999899999,69.054965554800006,Balochistan,GGPS Haji Zarh Gull
2902,30.082129902599998,69.049780802800001,Balochistan,GBPS Janan Main Zai
2903,30.113068108499998,68.863737649300006,Balochistan,GBHS Manzai
2904,30.061029106399999,68.899611436900003,Balochistan,GBMIDS Numki Allahabad
2905,30.126273070500002,69.181449500100001,Balochistan,GBPS Killi Sheikhan Malik Shaheen Alkzai
2906,30.154609138100000,68.529534747300005,Balochistan,GBPS Jungle Balochan
2907,30.167091254900001,68.511015792999999,Balochistan,GBPS Safar Ali Jungle
2908,30.149693950200000,68.551669218499995,Balochistan,GBPS Shams Abad
2909,30.178413152000001,68.565072650499999,Balochistan,GBHS Killi Duki
2910,30.151895349400000,68.573293113600002,Balochistan,GBHS Duki
2911,30.167411946700000,68.607819542399994,Balochistan,GBPS Abdul Majeed Andarh Duki
2912,30.174845071699998,68.590158817000003,Balochistan,GBPS New Mitian
2913,30.141825095800002,68.609479794500004,Balochistan,GBPS Miragan Maqam Shah
2914,30.144148725099999,68.603665439400004,Balochistan,GBPS Malik Safar Nasar
2915,30.156382270400002,68.579032840599993,Balochistan,GBPS Killi Abdullah Gharib Abad
2916,30.169260256000001,68.593657546399996,Balochistan,GBPS Machan Khail
2917,30.143045025300001,68.565740905799998,Balochistan,GBPS Naik Muhammad Massay Zai
2918,30.168972389600000,68.631408735999997,Balochistan,GBMIDS Habib Qillah
2919,30.148629794300000,68.581510878299994,Balochistan,GBPS Zaman Nasar
2920,30.149881969999999,68.600539223300004,Balochistan,GBPS Abdul Haleem Nasar
2921,30.164301140599999,68.573744337899996,Balochistan,GBPS Muhammad Azam Nasar
2922,30.151312197900001,68.587296384799998,Balochistan,GBPS Abdul Haq Nasar
2923,30.146784701700000,68.571360574400003,Balochistan,GBPS Naseeb Abad
2924,30.046041105699999,69.045995413499995,Balochistan,GBPS Killi  Haji Baloch  Khan
2925,30.040048101000000,69.056181356500005,Balochistan,GBPS Saghar Haji Muhammad Khan
2926,30.126592316299998,69.186696547300002,Balochistan,GBMIDS Jaffar Walyani
2927,30.094102593500001,69.115824759999995,Balochistan,GBPS Palyani Ghulam Haider
2928,30.075718121900000,69.055203743400000,Balochistan,GBMIDS Haji Zharh Gul
2929,30.020436986600000,69.145887842700006,Balochistan,GBPS Ibrahim Zai
2930,30.077295019400001,69.038111053300000,Balochistan,GBPS Yaqoob Main Zai
2931,30.033603740200000,69.005843304400003,Balochistan,GBPS Pir Muhammad Luni
2932,30.074747862900001,69.043139235799998,Balochistan,GBPS Abdul Ghafoor Mainzai
2933,30.079670791300000,69.058981471099997,Balochistan,GBPS Umar Khan Katakhail
2934,30.055361526999999,68.990069969999993,Balochistan,GBPS Babogan Malik Umar
2935,30.308400514399999,68.145544305900003,Balochistan,GBPS Baran Dumar
2936,30.354556978200002,67.960048841900004,Balochistan,GBPS Raza Wanichi
2937,30.347718227700000,68.070524210800002,Balochistan,GBPS Madrassa Karimiya Poi
2938,30.317467270400002,68.020020241099999,Balochistan,GBPS Said Abad Gharbi
2939,30.310440087800000,68.109743531000007,Balochistan,GBPS Uchwani Tore Gul
2940,30.347450202800001,68.079082549399999,Balochistan,GBHS Poi Sharif
2941,30.361298188399999,68.054912971099995,Balochistan,GBPS Gharbi Poi
2942,30.371574887800001,67.975836211200004,Balochistan,GBPS Shireen Nawab Khan
2943,30.338232352900000,67.973953964100005,Balochistan,GBPS Killi Malik Muzak Kazha
2944,30.332088859900001,67.994058408699999,Balochistan,GBHS Tandwani
2945,30.103580388600001,69.023749624800004,Balochistan,GBPS  Aslam  Benher
2946,30.049856810300000,68.992247782400000,Balochistan,GBPS Malik Kabeer Babogan
2947,30.116197895100001,68.890971435400004,Balochistan,GBPS Dhaki
2948,30.044127140600001,69.034730679899994,Balochistan,GBPS Qadeem  Zarghoon
2949,30.043473596399998,69.041286548700000,Balochistan,GBPS Malik Ghazi Khan Luni
2950,30.066077688899998,69.083405267600000,Balochistan,GBPS Lundi Mir Khan
2951,30.063477643900001,69.086089401300001,Balochistan,GBPS New Lundi Mir Khan
2952,30.070755234000000,69.089722025200004,Balochistan,GBPS Palyani Darya Zai
2953,30.046431649300001,68.910825279199997,Balochistan,GBPS Doda Malik Muhammad Khan
2954,30.081455158600001,68.993179659600003,Balochistan,GBPS Manzoor Ahmed Luni
2955,30.076781394400001,69.019736582700006,Balochistan,GBMIDS Nizam Machhli
2956,30.069563739800000,69.090742082899993,Balochistan,GBPS Ladoogan
2957,30.060637484000001,69.012508693399994,Balochistan,GBPS Maroof Zai
2958,30.055661533100000,68.873689515500004,Balochistan,GBPS Manzaki
2959,30.067904538800001,69.002865828799997,Balochistan,GBPS Machli Muhammad Akbar
2960,30.155270786999999,68.600317709799995,Balochistan,GBMIDS Killi Karim Khan Nasar
2961,30.231358226200001,68.205179198699994,Balochistan,GBPS Wajiloon Marhati
2962,30.261835607700000,68.311215097599998,Balochistan,GBPS Jumal Khan Chaleez Khalil
2963,30.377529267800000,68.576673613599993,Balochistan,GBPS Wapda Colony
2964,30.253641082700000,68.243243249900004,Balochistan,GBPS Khair-Ud-Din Kharhao
2965,30.247998438200000,68.482063497699997,Balochistan,GBPS Shinlaiz
2966,30.363711600999999,68.456162578600001,Balochistan,GBPS Said Muhammad Aghbarg
2967,30.351655010999998,68.374502229200004,Balochistan,GBHS Aghbargh Dumar
2968,30.137177605400002,68.605416092900001,Balochistan,GBMIDS Nasar Abad (Haji Din Muhammad)
2969,30.396105307300001,68.626755459999998,Balochistan,GBMIDS Majeed Abad
2970,30.395533234599998,68.625935163299999,Balochistan,GBPS Zangiwal Colony
2971,30.393201109600000,68.618495505699997,Balochistan,GBMIDS Zangewal Jogizai
2972,30.399978892899998,68.614960496400002,Balochistan,GBPS Jalal Abad
2973,30.397165628400000,68.612321914800006,Balochistan,GBPS Khunki Jadeed
2974,30.392332020800001,68.603525403199995,Balochistan,GBPS Khunki Qadeem
2975,30.404282552300000,68.583398586399994,Balochistan,GBPS Oryagi Kudezai
2976,30.403245656999999,68.575047228800003,Balochistan,GBMIDS Oryagi Gul Muhammad Kudezai
2977,30.410867343000000,68.630327730199994,Balochistan,GBPS Oryagi Ward No-12 Asmat Abad
2978,30.383753611200000,68.602558617000000,Balochistan,GBPS Matwarkh
2979,30.379823804099999,68.602192004299994,Balochistan,GBPS Asghar Loon
2980,30.394008522099998,68.581362883899999,Balochistan,GBMIDS Gano Khan Oryagi Ward No 2
2981,30.385456923100001,68.586174467800006,Balochistan,GBPS Kandi Nasaran
2982,30.385323563000000,68.584372737899997,Balochistan,GBHS Nasarabad Ward No-5 Oryagi
2983,30.385501344000001,68.581833530500006,Balochistan,GBPS Babar Nasar
2984,30.362704870200002,68.590835395499994,Balochistan,GBMODHS Loralai
2985,30.370316318400000,68.600804943499995,Balochistan,GBHS Baloch Colony Loralai
2986,30.372733309400001,68.597181392099998,Balochistan,GBHS Loralai Town
2987,30.122129694300000,69.120585040899996,Balochistan,GBPS Sakhi Abad Luni
2988,30.440018180500001,68.511176239600005,Balochistan,GBPS Zhar Karaiz
2989,30.381833110799999,68.593853840600005,Balochistan,GBHS  Muhallah    Kudezai
2990,30.404868718900001,68.713008509399998,Balochistan,GGPS Dargai Khurd
2991,30.401225229100000,68.889911124899996,Balochistan,GBMIDS Cheena Muhammad Karim
2992,30.393781154599999,68.547618322500000,Balochistan,GBPS Lashti Nazar Muhammad
2993,30.413154581899999,68.909238355400007,Balochistan,GBPS Bakhtiar Khan Kach
2994,30.379209280800001,68.593140421200005,Balochistan,GBPS Muhallah Mardan Zai
2995,30.371606375300001,68.597915595299995,Balochistan,GBPS Bazar Loralai
2996,30.370068331799999,68.597949693399997,Balochistan,GGMODHS Loralai
2997,30.365101793299999,68.600074675900004,Balochistan,GGHSS Cantt Loralai
2998,30.370935195600001,68.597268457200002,Balochistan,GGHS Police Line Loralai
2999,30.370553519600001,68.595568580000005,Balochistan,GGCMPS Hazara Muhallah
3000,30.374342392999999,68.597035859800002,Balochistan,GGCMPS Babo Muhallah
3001,30.377001492700000,68.598563375200001,Balochistan,GGPS Jan Muhammad Asoot Loralai
3002,30.397199044800001,68.626314919400002,Balochistan,GGPS Kudezai Zangiwal
3003,30.430424446400000,69.205630906899998,Balochistan,GBPS Dargai Wath
3004,30.386483216900000,69.261108286699994,Balochistan,GBPS Dargai Shapilo
3005,30.546191292200000,69.308163554100005,Balochistan,GBPS Indah
3006,30.461694879300001,69.340545769200006,Balochistan,GBPS Shakhki
3007,30.504089119000000,69.363848779799994,Balochistan,GBPS Killi Lagharh Faqir Muhammad
3008,30.503860315499999,69.352909683700005,Balochistan,GBPS Balao Mekhtar
3009,30.409585580200002,68.856165987500006,Balochistan,GBPS Taj-Ul-Madaras
3010,30.419007663399999,68.852983544400004,Balochistan,GBPS Sharun Malik Salam
3011,30.417262277999999,68.861404566900006,Balochistan,GBPS Sharun Hamza Zai
3012,30.447204350900002,68.891349354799999,Balochistan,GBPS Nawab Khan Nasar
3013,30.424918292000001,68.891413530099996,Balochistan,GBPS Haji Mirza Khan Nasar
3014,30.506715098000001,69.034995587500006,Balochistan,GBPS Behr Wal Malik Noorullah
3015,30.549760989700001,69.028807696900003,Balochistan,GBPS Targe Mullazai
3016,30.562999617199999,69.073362138799993,Balochistan,GBPS Bard Kach
3017,30.567353029800000,69.096358190399997,Balochistan,GBPS Bard
3018,30.469987410200002,69.003241966600001,Balochistan,GBPS Shaban Jangai
3019,30.458909377299999,69.028444108200006,Balochistan,GBPS Shahban Doda
3020,30.628858549299999,69.193045632799993,Balochistan,GBPS Malik Ghazi Khan Hamaya
3021,30.626144235600002,69.202634100799997,Balochistan,GBPS Zara Thana
3022,30.381680389200000,68.971682521500000,Balochistan,GBPS New Wayala Hamza Zai
3023,30.411685744300001,69.031931151300000,Balochistan,GBPS Galak Cheena
3024,30.426318134799999,69.056170532899998,Balochistan,GBPS Chamuz
3025,30.429487261799999,68.998185701200001,Balochistan,GBHS Killi Mahiwal
3026,30.414683432899999,69.080091805899997,Balochistan,GBPS Watagan Hamzazai
3027,30.441374720399999,69.098943104300005,Balochistan,GBPS Kotki
3028,30.468560033100001,69.151678982099995,Balochistan,GBPS Tore Thana
3029,30.485594643500001,69.208329407999997,Balochistan,GBPS Ghara Mash
3030,30.414646257600001,69.079867632299994,Balochistan,GBPS Nali Walezai
3031,30.507325155299998,69.264171652000002,Balochistan,GBPS Zara Nali Wasil
3032,30.507183153000000,69.264072192599997,Balochistan,GBPS Zara Nali Sharaf-Ud-Din
3033,30.514351044600001,69.246916334000005,Balochistan,GBPS Zara Nali Abdul Majeed
3034,30.400592529000001,68.852415740100000,Balochistan,GBPS Barnima
3035,30.392646646999999,68.844662965400005,Balochistan,GBPS Murtaza Zargar
3036,30.405843991699999,68.853467537000000,Balochistan,GBPS Walham Karaiz
3037,30.407150129600002,68.867253269299994,Balochistan,GBPS Saghari
3038,30.391919307599998,68.874966187599995,Balochistan,GBPS Dilwor
3039,30.412603813899999,68.892469402700002,Balochistan,GBPS Cheena Ali Zai
3040,30.423702151299999,68.899207483900000,Balochistan,GBPS Sharan Ali Zai
3041,30.407841322300001,68.908109205800002,Balochistan,GBPS Kanra Khord
3042,30.406890993699999,68.914493418600003,Balochistan,GBPS Taj Muhammad Bori
3043,30.397296372800000,68.939197755799995,Balochistan,GBPS Kachi Ali Zai
3044,30.391341571900000,68.938937653799996,Balochistan,GBPS Wahar Khord
3045,30.403316332700001,68.938496825200005,Balochistan,GBMIDS Nawab Kariaz
3046,30.408292134500002,68.927986143599995,Balochistan,GBPS Sar Malak
3047,30.399898771699998,68.947437842900001,Balochistan,GBPS Wahar Kalan
3048,30.550369051099999,69.321311763200001,Balochistan,GBPS Nali Azam
3049,30.476865244100001,69.362335162199997,Balochistan,GBHS Mekhtar
3050,30.546015051800001,69.308149477300006,Balochistan,GBPS Gedawal Nali Azam
3051,30.517691168900001,69.273661405300004,Balochistan,GBPS Zara Nali Khan Gul
3052,30.550503352200000,69.321090139399999,Balochistan,GBPS Zara Nali Saif Ullah
3053,30.403260040300001,68.698139712499994,Balochistan,GBPS Speen Panar (Dargai)
3054,30.517788940900001,69.273637712999999,Balochistan,GBPS Mulla Gagul
3055,30.401955085200001,68.814706627400000,Balochistan,GBHS Dargai Shabozai
3056,30.396520288200001,68.800513292299996,Balochistan,GBPS Azam Shabo Zai
3057,30.382806612000000,68.805037823600003,Balochistan,GBPS Rehman Kach
3058,30.404391944200000,68.817661880700001,Balochistan,GBPS Dargai Mulla Zai Shabozai
3059,30.418737482800001,68.840506353600006,Balochistan,GBPS Bori Viala Nizam-Ud-Din
3060,30.433914534500001,68.853354583799998,Balochistan,GBPS Lorhi Daman Khuda-E-Dad
3061,30.424793718299998,68.842286001600002,Balochistan,GBPS Lorhi Daman Lal Muhammad
3062,30.448768189500001,68.833906878600004,Balochistan,GBPS Lorhi Daman Malik Shinki
3063,30.497073046200001,68.898225553399996,Balochistan,GBPS Tojagi
3064,30.508900691899999,68.945079785100006,Balochistan,GBHS Marh Tangi
3065,30.503568224300000,68.942828192999997,Balochistan,GBPS Marh Kalan
3066,30.497421457800002,68.958825577599995,Balochistan,GBPS Marh Khord Malik Mira Jan
3067,30.499118330600002,68.965175200199994,Balochistan,GBPS Marh Khord Fateh Muhammad
3068,30.532642697200000,68.969612347099996,Balochistan,GBPS Kashki Naskhail
3069,30.503625050299998,68.942792722299998,Balochistan,GGPS Mara Tangi
3070,30.399318316999999,68.738321836799997,Balochistan,GBMIDS Murtat Kalan
3071,30.399570015300000,68.738240553400004,Balochistan,GBPS Martat Khord Nasib Ullah
3072,30.397712865700001,68.761842354999999,Balochistan,GBPS Killi Lahore Abdul Mateen
3073,30.397472334100001,68.764850032400005,Balochistan,GBPS Killi Lahore Abdul Samad
3074,30.402570742200002,68.780925582999998,Balochistan,GBMIDS Dilli Mullazai
3075,30.405844295100000,68.782971541899997,Balochistan,GBPS Malik Marjan Dilli
3076,30.397325351999999,68.781689946599997,Balochistan,GBPS Safian Dilli
3077,30.400993430900002,68.737929232200003,Balochistan,GGMIDS Murtat Kallan
3078,30.405036643300001,68.782741372000004,Balochistan,GGHS Killi Dilli Malik Dad Mullazai
3079,30.401041077199999,68.764318775700005,Balochistan,GGPS Killi Lahore Abdul Samad
3080,30.398347737400002,68.762713237200003,Balochistan,GGPS Lahore Haji Abdul Mateen
3081,30.410419797300001,68.700239557100005,Balochistan,GGPS Dargai Kallan
3082,30.396985868600002,68.788485652899993,Balochistan,GBPS Dalezai Shabozai
3083,30.400182103199999,68.803933066200003,Balochistan,GBPS Warth Shabozai
3084,30.321084630700000,68.543966815100006,Balochistan,GBPS Noor Muhammad Pathan Kot
3085,30.324749704700000,68.544193217300005,Balochistan,GBPS Dadoo Cheena Pathan Kot
3086,30.325115101300000,68.550949160399995,Balochistan,GBPS Pathan Kote Jadeed
3087,30.332484523700000,68.555672201600004,Balochistan,GBMIDS Pathan Kote Qadeem
3088,30.354537371500001,68.577861831600003,Balochistan,GBMIDS Bawar
3089,30.341009414199998,68.583532370900002,Balochistan,GBPS Thatai Nasaran
3090,30.360934452599999,68.601982176299998,Balochistan,GBPS Najum-Ul-Quraan Cant
3091,30.370783274800001,68.628147230699994,Balochistan,GBMIDS Saghar
3092,30.365782881000001,68.636930314300002,Balochistan,GBPS Malik Rehim Dad Sughar
3093,30.351260472300002,68.669065132399993,Balochistan,GBPS Mahole Saidan
3094,30.345468742300000,68.662311400500002,Balochistan,GBPS Mehwol Sheikhan
3095,30.345884397500001,68.686342561199993,Balochistan,GBHS New Viala Ghulam Sarwar
3096,30.359561237099999,68.554581078300004,Balochistan,GBPS Pasni Nasran
3097,30.347550371800001,68.608368387400006,Balochistan,GBPS Killi Thatai
3098,30.394043334900001,68.574052311499997,Balochistan,GBPS Oryagi Haji Gul Muhammad Nasar
3099,30.391577903600002,68.574873178900006,Balochistan,GBPS Ghulam Haider Nasar
3100,30.392744273900000,68.571846477600005,Balochistan,GBPS Oryagi Nasaran Ward No.4
3101,30.395169106000001,68.564864849399996,Balochistan,GBPS Alam Khan Nasar
3102,30.375080473099999,68.479765941099998,Balochistan,GBPS Katvi Azeem Khan
3103,30.394366802200000,68.552239995099995,Balochistan,GBPS Lashti
3104,30.411059437500001,68.516462041400004,Balochistan,GBPS Essa Khan Shah Karaiz
3105,30.410092757400001,68.527297032999996,Balochistan,GBHS Shah Karaiz
3106,30.412844159500001,68.520939006500001,Balochistan,GBPS  Haqania Sultania
3107,30.391163934300000,68.566071076499995,Balochistan,GBPS Oryagi Haji Nari
3108,30.411544004700001,68.680592753799999,Balochistan,GBPS  Gul Faraz Dargai
3109,30.391149651700001,68.569843545099999,Balochistan,GBPS Auriyagi Ward No.3
3110,30.380725444500001,68.577730993299994,Balochistan,GBPS Rood Line
3111,30.388922387899999,68.577847341699993,Balochistan,GBPS Upper Babu Muhallah
3112,30.378605293000000,68.626572067900000,Balochistan,GBPS Ghulam Rasool Tarkai
3113,30.404380375300001,68.943414957499996,Balochistan,GBPS Churmian Ponga
3114,30.339747969499999,68.749138866300001,Balochistan,GBPS Shah Karaiz Khadarzai
3115,30.334796000499999,68.709686911299997,Balochistan,GBPS Killi Poti
3116,30.348184014600001,68.699743418099999,Balochistan,GBPS Usman Ponga
3117,30.387565966099999,68.651252791999994,Balochistan,GBPS Killi Chapli Nasaran
3118,30.391362764099998,68.654057474200002,Balochistan,GBPS Khalezai Nika
3119,30.399313035700001,68.689577232600001,Balochistan,GBPS Sara Kadi
3120,30.381884255599999,68.640789219900000,Balochistan,GBPS Killi Chapli
3121,30.408782962099998,68.714476079700006,Balochistan,GBPS Dargai Saifullah
3122,30.403723552900001,68.706582377299995,Balochistan,GBPS Dargai Khurd
3123,30.407173221099999,68.700619671400005,Balochistan,GBPS H.Abdul Rahim Kozgali Dargai
3124,30.399313267800000,68.705306116499997,Balochistan,GBPS  Madrassa   Khaliq Dad   Dargai
3125,30.410810731600002,68.701228462299994,Balochistan,GBMIDS Dargai Kalan
3126,30.394032225299998,68.619931930600004,Balochistan,GGMIDS Zangiwal Jogizai
3127,30.323806932800000,68.546103282800004,Balochistan,GGMIDS  Dadoo Cheena Pathan  Kot
3128,30.395513512299999,68.551348834199999,Balochistan,GGPS Killi Lashti
3129,30.152336050700001,68.570720447900001,Balochistan,GGPS Killi Haji Abdullah Nasar
3130,30.406151046400002,68.892202652199998,Balochistan,GGMIDS Cheena Ali Zai
3131,30.476474023900000,69.368709415599994,Balochistan,GGPS Jaffar  Abad  Makhter
3132,30.408613501000001,68.522514586800000,Balochistan,GBPS  All-Ud-Din Shah Karez
3133,30.414090110299998,68.413510904500001,Balochistan,GBPS Meenara Kalan
3134,30.449331641600001,68.395850243799998,Balochistan,GBPS Nigang
3135,30.477747456199999,68.365083424299996,Balochistan,GBPS Sirki Jungel
3136,30.494609914300000,68.308355711299996,Balochistan,GBPS Kanoor Abad
3137,30.465879009799998,68.336391729599995,Balochistan,GBPS Kach Yar Muhammad
3138,30.506038067799999,68.296415433500002,Balochistan,GBMIDS Kach Amaqzai
3139,30.551628568600002,68.166963825799996,Balochistan,GBPS Chanali
3140,30.568219002999999,68.094500055300003,Balochistan,GBHS Dargai Sargarh
3141,30.570694274299999,67.942439332899994,Balochistan,GBPS Chinjun
3142,30.549074570199998,67.898365843899995,Balochistan,GBPS Spin Tangi
3143,30.531162377099999,67.882319687800006,Balochistan,GBPS Gormai
3144,30.550784817699999,67.816940259999996,Balochistan,GBPS Sur Ghund Malik Meero
3145,30.550008721600001,67.783027403399998,Balochistan,GBPS Sur Ghund Malik Mirza Khan
3146,30.567978378900001,68.066973521799994,Balochistan,GBPS Dargai Zakhpail
3147,30.365484825900001,68.599427237800001,Balochistan,GBHS Cantt Loralai
3148,30.370994277800001,68.595084278599998,Balochistan,GBPS Hazara Muhallah
3149,30.396924440799999,68.625911667599993,Balochistan,GBPS Zangiwal Kudezai
3150,30.371472108999999,68.605167157300002,Balochistan,GBPS Ganji Muhallah
3151,30.378156037600000,68.593711102699999,Balochistan,GBPS Dhobi Ghat
3152,30.376728229699999,68.597469011499996,Balochistan,GBPS Civil Line Loralai
3153,30.387901230400001,68.577682644800007,Balochistan,GBPS Nawab Khan Abdullah Zai
3154,30.371446159500000,68.579008834299998,Balochistan,GBPS Madrassa Dar-Ul-Aloom Islamia
3155,30.339106762299998,68.573577732199993,Balochistan,GBPS Ghazi Khan Pathan Kot
3156,30.373023906400000,68.640092115599998,Balochistan,GBPS Saghar Jalat Khan
3157,30.364975916700001,68.553632881400006,Balochistan,GBPS Murad Khan Nasar
3158,30.001680354600001,68.723793484900000,Balochistan,GBPS Abdul Rehman  Buzdar
3159,28.326846058800001,66.025053818100005,Balochistan,GGMIDS Toba Giddar
3160,30.259912690200000,69.084427358900001,Balochistan,GBPS Haider Khan Khudai Dad
3161,30.274787833600001,69.177942126600001,Balochistan,GBPS Killi Rehmatan
3162,30.289037104100000,69.198300028000006,Balochistan,GBMIDS Killi Musa Jan
3163,30.349280504500001,69.238269815300001,Balochistan,GBPS  Fateh Muhammad Ghorni
3164,30.328057380699999,69.223432825600000,Balochistan,GBPS Ghundir Alakzai
3165,30.331826470999999,69.226525371500003,Balochistan,GBPS Alakzai Daman Talaw
3166,30.314310894999998,69.274175865600000,Balochistan,GBPS Makhi Sadozai
3167,30.311710480700000,69.246274852799999,Balochistan,GBPS Talao Balinda
3168,30.260035116699999,69.084353349099999,Balochistan,GBPS Diwana Sheher
3169,30.016331238599999,68.644359626699995,Balochistan,GBPS Killi Haji Said Muhammad
3170,30.013425967000000,68.639427755900002,Balochistan,GBPS Khala Shehar
3171,30.016971059799999,68.700334644999998,Balochistan,GBPS Hazar Shehar  (Noor Muhammad)
3172,30.016080658200000,68.701580774799993,Balochistan,GBPS Hazar Shehar Din Muhammad
3173,30.026728210600002,68.652213340299994,Balochistan,GBHS Yaroo Sheher
3174,30.028570634899999,68.479294138499995,Balochistan,GBPS Zaki Qutab Khan
3175,30.030087099799999,68.528562296000004,Balochistan,GBPS Sharqi Gundhery
3176,30.007082843900001,68.487006987699999,Balochistan,GBMIDS Silachian Khan Muhammad
3177,30.035166675199999,68.591025601100000,Balochistan,GBPS Killi Malik Muhammad Jan Shadozai
3178,29.993714288800000,68.476004783899995,Balochistan,GBHS Bani Kot
3179,30.001355909899999,68.704771137099996,Balochistan,GBPS Gaman Khan Brahmani
3180,30.011063075100001,68.699643672299999,Balochistan,GBPS Muhammad Jan Jaffar
3181,30.000013034999998,68.705943260500007,Balochistan,GBHS Ismail Sheher
3182,30.012099841700000,68.698908227100006,Balochistan,GBPS Seemani  Qillah
3183,30.002430591400000,68.727868418699998,Balochistan,GBPS Killi Sahib Jan
3184,30.010182897899998,68.722893861499998,Balochistan,GBPS Dalo Qillah
3185,30.003783834099998,68.704000772900002,Balochistan,GBPS Shaira   Sheher Thal
3186,30.015927320300001,68.742303153500004,Balochistan,GBPS Sado Cheena
3187,30.014513996100000,68.738628994199999,Balochistan,GBPS New Cheena Thal
3188,30.063146053200001,68.700201733399993,Balochistan,GBPS Asad  Ullah  Karaiz
3189,30.046820436499999,68.708523837300007,Balochistan,GBPS Malik Raz Muhammad Tareen Thal
3190,30.031408788899999,68.740762325399999,Balochistan,GBPS Haleem Shah Karaiz
3191,30.061360608400001,68.842045222899998,Balochistan,GBPS Jahangir Sheher
3192,30.052646448699999,68.838654917400007,Balochistan,GBPS Jahangir Usthrana
3193,30.364295684700000,68.545484035699999,Balochistan,GBPS Haji Muhammad Karim Nasir
3194,30.183910779200001,68.571750419400004,Balochistan,GBPS Akbar Khan Tareen
3195,30.176087083700001,68.569858944000003,Balochistan,GBPS Murad Khan Zarkoon
3196,30.180185245699999,68.569220230499994,Balochistan,GBPS Viala Duki
3197,30.217320738600002,68.548057167099998,Balochistan,GBPS Rabat Islam Baloch
3198,30.147064138499999,68.553438390599993,Balochistan,GBPS Thandrhi Sultan Ali
3199,30.179232243100000,68.563191847100001,Balochistan,GBPS Raz Muhammad Tareen
3200,30.183738828500001,68.571647948999995,Balochistan,GBPS Wakim Rabath
3201,30.154653215400000,68.567284768999997,Balochistan,GBPS Riaz-Ul-Aloom
3202,30.408071344300001,68.533686283799994,Balochistan,GBMIDS Madrassa Makhzun-Ul-Aloom
3203,30.114959783700002,69.159755227999995,Balochistan,GBPS Zinada Road Bakhtiar Khan
3204,30.369748563100000,68.594137568500003,Balochistan,GBPS Allah Dad Shumzai
3205,30.018909826300000,69.144012911999994,Balochistan,GBPS Warezai Said Muhammad
