FID,fclass,name,X,Y
3579,bank,National Bank of Pakistan,73.482025600000000,31.572946200000001
3580,bank,United Bank Ltd,73.483442800000006,31.575277100000001
3581,hostel,Yasmin Hospital,73.487029199999995,31.573870100000001
3582,police,Police Line,72.457112199999997,34.079267299999998
3583,police,Police Station Yarhussain,72.256423900000001,34.178637700000003
3584,supermarket, ,72.331734999999995,34.212270500000002
3585,monument,Ghanta Ghar,74.180569700000007,32.158721200000002
3586,park,Kamal Park,70.634315000000001,30.691545099999999
3587,hospital,Ammar General Hospital,70.643144800000002,30.703362899999998
3588,hospital,THQ,70.653070499999998,30.711874600000002
3589,hospital,Dilshad Hospital,70.641934800000001,30.702992800000001
3590,graveyard, ,70.638071100000005,30.702952400000001
3591,police,Thana Taunsa,70.642351899999994,30.701773899999999
3592,wayside_shrine,Shrine Hazarat Khawja Shah Suleman Taunsvi(R.A),70.648048900000006,30.701264200000001
3593,car_wash, ,70.634728999999993,30.702880900000000
3594,graveyard, ,70.638553900000005,30.704409900000002
3595,restaurant,Green Land,70.633972700000001,30.703697300000002
3596,playground,Sakar,70.636810999999994,30.702012000000000
3597,water_tower,Water Tank,73.116325599999996,33.572763399999999
3598,pharmacy,The City Pharmacy,73.951831900000002,32.701940299999997
3599,college,Government College for Girls,74.175148300000004,32.174343299999997
3600,university,GIFT University,74.192675199999996,32.205131600000001
3601,cinema,Kashmir Mehal,74.190236999999996,32.159086899999998
3602,monument,Nishan-e-Manzil,74.112841099999997,32.246314200000000
3603,mall,Burraq Shopping,74.098836000000006,32.249710299999997
3604,water_tower,Baber Chowk Water Tank,73.100123199999999,31.398273400000001
3605,water_tower,Water Tank,73.098050999999998,31.393777499999999
3606,police,Batala Colony Police Station,73.096658399999995,31.394203600000001
3607,post_office,Fowara Post Office,73.096098100000006,31.394545000000001
3608,supermarket,SB Departmenal Store,73.106862800000002,31.410729000000000
3609,sports_centre,AL Fateh Sports Club,73.104699900000000,31.410192599999998
3610,school,MC Girls School,73.100901199999996,31.409091199999999
3611,pharmacy,Care Pharmacy,73.099696300000005,31.407541899999998
3612,water_tower,Water Tank,73.104915599999998,31.412264600000000
3613,mall,Rehman Heights,73.098519899999999,31.407685699999998
3614,hotel,Rex Hotel,73.098395699999998,31.408144199999999
3615,supermarket,Al-Fateh Store,73.115690599999994,31.411939300000000
3616,mall,Mediacom Shopping Cneter,73.113604699999996,31.413202900000002
3617,college,"Govt. Commerce College, Abdullah Pur",73.107526100000001,31.418851100000001
3618,police,Peoples Colony Police Station,73.108959400000003,31.416670000000000
3619,police,Traffic Police Testing Site,73.109788199999997,31.417572199999999
3620,travel_agent,Taimoor Travels,73.091805100000002,31.415459700000000
3621,park,Canal Park,73.086153899999999,31.405110400000002
3622,bank,Habib Bank Ltd,73.082199900000006,31.420970900000000
3623,bank,State Bank of Pakistan,73.089188199999995,31.418516300000000
3624,bank,Standard Charted Bank,73.088321899999997,31.416008900000001
3625,cafe,Hazara Hotel,73.086958199999998,31.419694400000001
3626,courthouse,District Courts Faisalabad,73.081811299999998,31.423178000000000
3627,bank,United Bank,73.082596400000000,31.420717799999998
3628,bank,MCB,73.083235299999998,31.420196700000002
3629,bank,Allied Bank Ltd,73.078302300000004,31.423271400000001
3630,police,Police Station Kotwali Road,73.076582200000004,31.421440900000000
3631,library,"Allama Iqbal Library, Faisalabad",73.073255500000002,31.418717600000001
3632,hospital,Faisalabad Institute of Cardiology,73.086577199999994,31.422676200000002
3633,mall,Regency Plaza,73.090206800000004,31.422188999999999
3634,college,Indepandent Medical College,73.068793799999995,31.418277499999999
3635,hospital,Al Noor Hospital,73.071957499999996,31.416340999999999
3636,post_office,GPO,73.085001500000004,31.418308600000000
3637,college,Govt. College Samanabad,73.069954800000005,31.396457600000002
3638,college,Govt. College of Science,73.063722200000001,31.391678200000001
3639,water_works,WASA Water Works,73.089948500000006,31.409186699999999
3640,college,Govt. College of Education,73.067633099999995,31.395563299999999
3641,university,National Textile University Faisalabad,73.148328500000005,31.462207100000001
3642,hostel,Nawaz Hostel,73.146062799999996,31.464002900000001
3643,hostel,Rehan Shaheed Hostel,73.146840699999998,31.463229599999998
3644,playground,University Play Ground,73.148364200000003,31.463819800000000
3645,hostel,Girls Hostel,73.149871599999997,31.463682599999999
3646,theme_park,Park,73.094677899999994,31.400320000000001
3647,bank,Bank Al-Falah,73.100739700000005,31.397748799999999
3648,bank,Allied Bank Ltd,73.109656200000003,31.406267900000000
3649,bank,Habib Bank Ltd,73.096110199999998,31.396974900000000
3650,bank,United Bank Ltd,73.099795599999993,31.396846700000001
3651,bank,Faisal Bank Ltd,73.109091800000002,31.405625000000001
3652,bank,United Bank,73.109989700000000,31.406157799999999
3653,mall,Hassan Shopping Mall,73.110349400000004,31.409259800000001
3654,bank,MCB Ltd,73.108889899999994,31.408711600000000
3655,mall,Ripple Plaza,73.110140099999995,31.408921599999999
3656,atm,Allied Bank Ltd,73.436520400000006,31.560828200000000
3657,bank,Allied Bank Ltd,73.412897000000001,31.546163799999999
3658,bank,MCB Ltd,73.387528500000002,31.531902100000000
3659,police,Petrolling Post,73.449371600000006,31.568144100000001
3660,police,Police Station Shahkot,73.509479999999996,31.581078999999999
3661,bank,MCB Ltd,73.825559699999999,31.591888900000001
3662,tower,SNGPL Control Tower,73.888940800000000,31.613196100000000
3663,park,family park,70.959070900000000,30.966755299999999
3664,graveyard,Old Cemetry,72.443364599999995,30.762147800000001
3665,hospital,THQ Hospital,72.433723200000003,30.769497200000000
3666,school,Government Model Primary School (Main Campus),72.463666700000005,30.749856399999999
3667,school,Government Model Primary School (Sub Campus),72.464053199999995,30.748311900000001
3668,convenience,Asif Convenience Store,72.462333799999996,30.748745199999998
3669,school,Al Madni Public School,72.461955500000002,30.747541999999999
3670,convenience,Sadiq Convenience Store,72.463214800000003,30.748959599999999
3671,convenience,Ashraf Convenience Store,72.463111499999997,30.749035800000001
3672,restaurant,Bhola Pakora Shop,72.463679999999997,30.748636000000001
3673,convenience,Ismaeel Convenience Store,72.461590700000002,30.749704200000000
3674,hospital,Dispensary,72.461223200000006,30.748869800000001
3675,school,Madrisah Khadija-tul-Qubra,72.461912499999997,30.748028399999999
3676,bicycle_shop,Irfan Load & Easypaisa Shop,72.461681900000002,30.749826400000000
3677,artwork,Soldier,73.350097099999999,30.741506999999999
3678,stationery,Nazar Brothers,67.055503599999994,24.864684400000002
3679,dentist,Gillani Dental Clinic,73.483721799999998,31.570090799999999
3680,playground, ,70.731462800000003,30.588634100000000
3681,restaurant,Pizza Hot,74.160381799999996,32.244217300000003
3682,police,Attock Police Station,72.360615300000006,33.772070700000000
3683,school,Middle School,72.358595899999997,33.770478599999997
3684,college,Government Post Graduate College,72.361020699999997,33.770176100000000
3685,restaurant,Usmania,73.390818400000001,33.904320100000000
3686,post_office,GPO Murrer,73.394563899999994,33.907029600000001
3687,hotel,Hotel Breeze,73.381530699999999,33.895190499999998
3688,college,Military College Murree,73.432562200000007,33.911583000000000
3689,park,Children Park,73.455747400000007,33.956723500000003
3690,park,Ayubia National Park,73.406081299999997,34.064115600000001
3691,motel,PTDC Motel,73.651689700000006,34.910970700000000
3692,attraction,واہگہ بارڈر,74.572830499999995,31.604607399999999
3693,mall,Fortress Stadium Lahore,74.366063600000004,31.531784200000001
3694,theme_park,Joy Land,74.363535799999994,31.533031900000001
3695,post_office,General Post Office,74.313433300000000,31.565664800000000
3696,monument, ,74.325026199999996,31.560274199999999
3697,library,Quide-e-Azam Library,74.331608000000003,31.554660800000001
3698,zoo,Lahore Zoo,74.325695899999999,31.556674900000001
3699,police,Civil Lines Police Station,74.323662799999994,31.558017100000001
3700,mall,Mall of Lahore,74.378436699999995,31.529387600000000
3701,college,Pakistan Scouts Cadet College Batrasi,73.315436000000005,34.396749600000000
3702,restaurant,Hameed Palace,73.103824000000003,31.400346299999999
3703,hospital,Sharif Medical Hospital,74.198497200000006,31.335890100000000
3704,police, ,74.318877299999997,31.591264400000000
3705,restaurant,Gawal Mandi Food Street,74.318811199999999,31.572149499999998
3706,attraction,Gawal Mandi Food Street,74.318811199999999,31.572149499999998
3707,clothes,H. Karim Buksh,74.319338599999995,31.561493800000001
3708,pharmacy,Fazal Din & Sons,74.316684600000002,31.562993800000001
3709,courthouse,Lahore High Court,74.314805000000007,31.563722899999998
3710,courthouse,Supreme Court,74.312865799999997,31.564829899999999
3711,fast_food,KFC,74.318040699999997,31.562121399999999
3712,mall,Panorama Shopping Center,74.321197600000005,31.562009799999998
3713,bank,Soneri Bank,74.322254299999997,31.560400900000001
3714,mall,Pace Shopping Mall,74.342411299999995,31.515342300000000
3715,mall,Hafeez Center,74.342898099999999,31.516093500000000
3716,supermarket,Chen one,74.342325200000005,31.516263200000001
3717,mall,Gulberg Center,74.343791600000003,31.514814300000001
3718,fast_food,Subway,74.345855499999999,31.510759000000000
3719,mall,Big City Tower,74.339617899999993,31.510360100000000
3720,archaeological,Makli Necropolis,67.900281300000003,24.752997400000002
3721,attraction,Makli Necropolis,67.900281300000003,24.752997400000002
3722,archaeological,Harappa,72.866483400000007,30.627068200000000
3723,attraction,Harappa,72.866483400000007,30.627068200000000
3724,school,Government High School  No. 2,74.147856399999995,32.298369100000002
3725,school,Government High School No 1,74.151270199999999,32.295629300000002
3726,hospital,Ashraf Hospital,74.145438600000006,32.310606499999999
3727,hospital,Fatima Hospital,74.147526499999998,32.307013200000000
3728,pharmacy, ,74.147541899999993,32.306825699999997
3729,mall,Satellite Town Market,74.203379499999997,32.163338699999997
3730,convenience, ,74.122353599999997,32.402662300000003
3731,restaurant,Shahbaz Tikka,74.201977299999996,32.090983399999999
3732,cafe,Cafeteria,68.844250000000002,27.701943000000000
3733,cafe,Cafeteria,68.844635900000000,27.702261400000001
3734,sports_centre,Sports Center Complex,68.846525600000007,27.701464300000001
3735,fast_food,KFC,68.846457099999995,27.701114300000000
3736,restaurant,Super Awan Hotal,73.636284099999997,33.016764100000003
3737,bakery,Rahat,73.073522800000006,33.666956200000001
3738,restaurant,Habibi,73.074022999999997,33.666299700000003
3739,monument,Tower,68.214497499999993,27.551044600000001
3740,guesthouse,Royal Inn Guest House,67.064603800000000,24.859563000000001
3741,restaurant,Sar-e-Rah,73.684999399999995,31.591224900000000
3742,restaurant,Karachi Food,67.064200099999994,24.860296800000000
3743,bakery,Amabala Bakery,67.061644799999996,24.857800600000001
3744,comms_tower, ,69.476754299999996,25.696505100000000
3745,comms_tower, ,69.235091800000006,25.522598599999998
3746,hotel,Kutton Resort,73.805525500000002,34.561651500000004
3747,hospital,Labour Hospital,67.932325399999996,30.106247199999999
3748,viewpoint, ,74.069339299999996,34.819413699999998
3749,university,Gomal University,70.832613800000004,31.720162500000001
3750,archaeological,Mandir Tomri Sahab,74.133526700000004,32.282611199999998
3751,attraction,Mandir Tomri Sahab,74.133526700000004,32.282611199999998
3752,park,Zaib-un-Nisa Park,71.454763700000001,30.186259100000001
3753,fast_food,Burger King,71.471666999999997,30.217331300000001
3754,water_tower,Hassan Parwana Water Reservoir,71.453693500000000,30.188067499999999
3755,supermarket,Food Festival,71.457364100000007,30.186513000000001
3756,hospital, Government Hospital,70.915936099999996,29.387228600000000
3757,water_well, ,70.935361200000003,24.577837599999999
3758,college, ,71.618509399999994,32.603101100000003
3759,park,Shalimar Garden,74.382099800000006,31.587188300000001
3760,university,Abdul Wali Khan University,72.036798000000005,34.190682000000002
3761,monument,Bacha Khan Monument,72.034718900000001,34.191834700000001
3762,memorial,Mardan Gate Memorial,72.034662299999994,34.192250399999999
3763,monument,Jamrud Fort,71.378449799999999,34.003338100000001
3764,museum,Cultural Museum Gulmit,74.865469000000004,36.389353800000002
3765,restaurant,KFC,73.718839000000003,32.920122100000000
3766,police,"Police Station, Cantt.",73.212946799999997,34.146502699999999
3767,toilet, ,73.216867899999997,34.151492200000000
3768,car_wash, ,73.216863500000002,34.151542599999999
3769,car_wash, ,73.225079699999995,34.170664500000001
3770,pharmacy,Indus Medicose,73.225533499999997,34.171198599999997
3771,pharmacy,Qureshi Medicose,73.212780499999994,34.147694700000002
3772,bank,Askari Bank Ltd - ATM Only,73.075857900000003,33.588284100000003
3773,bank,Allied Bank Ltd - ATM Only,72.975649399999995,33.645392999999999
3774,cafe, ,72.975708400000002,33.645323800000000
3775,bank,Bank Al-Habib,73.232600599999998,34.186698900000003
3776,bank,Faysal Bank,73.232479499999997,34.186413999999999
3777,pharmacy,Habib Chemist,73.229963999999995,34.180166499999999
3778,bank,Habib Metro Bank,73.232547999999994,34.186565399999999
3779,bakery,Mir Bakers,73.234472199999999,34.188707999999998
3780,department_store,Moon Emporium,73.233974799999999,34.189018400000002
3781,clothes,Mushrooms,73.229984299999998,34.180360700000001
3782,restaurant,Saif Resturant,73.233581500000000,34.188787300000001
3783,guesthouse,Travel Lodge,73.232326400000005,34.186024400000001
3784,university,Virtual University Abbotabad Campus,73.229976600000001,34.180263400000001
3785,hotel,Gilani's Regency Hotel,73.223708799999997,34.170950400000002
3786,courthouse,Supreme Court,73.463693300000003,34.346565699999999
3787,town_hall,Municipal Coorporation,74.192795300000000,32.147450399999997
3788,hotel,Abbott Gardens,73.232691000000003,34.186857400000001
3789,restaurant,Greens Restaurant,73.232836800000001,34.187119699999997
3790,restaurant,Saif Wedding Hall,73.234048299999998,34.188749100000003
3791,mall,Trust Plaza,74.183385799999996,32.174092600000002
3792,police,Sikanderabad Police Station,73.223913499999995,34.167622199999997
3793,monument,Clock Tower,74.556360799999993,32.516128799999997
3794,travel_agent,PiA Booking,74.548999100000003,32.502954899999999
3795,park,Cantt Park,74.528765399999997,32.510956700000001
3796,fast_food,KFC,74.524365900000006,32.512526399999999
3797,car_dealership,Toyota Abbott Motors,73.236284699999999,34.234083499999997
3798,bakery,Rahat Bakers,73.242074099999996,34.245233700000000
3799,hospital, ,72.090820300000004,32.067951299999997
3800,convenience, ,73.217147299999993,34.151723400000002
3801,hotel,Hamala Inn,73.213018199999993,34.141517299999997
3802,bank,National Savings Centre,73.213154700000004,34.141333299999999
3803,hotel,Ramlina Hotel,73.213169500000006,34.141306200000002
3804,travel_agent,Sarban Travels,73.214717699999994,34.143634499999997
3805,convenience, ,73.216823199999993,34.150786500000002
3806,park,Jinnah Park,72.681748900000002,31.147902899999998
3807,convenience, ,73.222060299999995,34.155646599999997
3808,car_wash, ,73.222267200000005,34.155687499999999
3809,mobile_phone_shop, ,73.212107399999994,34.148389600000002
3810,police,Jinahabad Police Station,73.240812099999999,34.191854700000000
3811,mobile_phone_shop,Qmobile Service Centre,73.211345300000005,34.148723400000002
3812,mobile_phone_shop,Qmobile,73.212024999999997,34.148114999999997
3813,mobile_phone_shop, ,73.212109299999995,34.148232999999998
3814,mobile_phone_shop, ,73.212179300000003,34.148273500000002
3815,mobile_phone_shop, ,73.211735200000007,34.148428299999999
3816,water_tower, ,73.242354000000006,34.192139300000001
3817,bank,BankIslami,73.225193800000000,34.170408299999998
3818,cafe,picnic point balaKot,73.352199200000001,34.503475399999999
3819,clothes,ChenOne,73.227180599999997,34.173757899999998
3820,guesthouse,Hills City Guest House,73.228940800000004,34.174582100000002
3821,bank,Askari Bank,73.132070600000006,33.536303199999999
3822,bank,First Women Bank,73.233155900000000,34.187834799999997
3823,bank,MCB Bank Jhangi Br.,73.232139700000005,34.185491700000000
3824,restaurant,Nawab's Restaurant,73.235470899999996,34.189429900000000
3825,bank,HBL Sikandarabad,73.227138900000000,34.175158199999998
3826,fast_food,Milano Pizza,73.226558499999996,34.174832199999997
3827,bookshop,Oxford University Press,73.226722899999999,34.175199499999998
3828,department_store,Utility Store,73.226262399999996,34.175033300000003
3829,school,Sadequain Grammer School,67.131478099999995,24.927778400000001
3830,restaurant,Bandhun Wedding Hall,73.230275899999995,34.179667299999998
3831,fast_food,OPTP,73.149789900000002,33.521756000000003
3832,restaurant,spring onion,74.075001700000001,32.575664000000003
3833,hospital,Ayesha Hospital,74.074930899999998,32.577030100000002
3834,restaurant,Al-khaleej Restaurant,74.075001700000001,32.575594000000002
3835,restaurant,Bhaiyya Pizza,74.075213700000006,32.575973300000001
3836,restaurant,Mirza Pizza & Fast Food,74.075142600000007,32.575945699999998
3837,restaurant,Prince Hotel & Restaurant,74.081064299999994,32.576649900000000
3838,restaurant,yummy36,74.081037699999996,32.576683199999998
3839,restaurant,Chaman Ice cream,74.080054099999998,32.578163000000004
3840,restaurant,Ice Tech,74.080052300000006,32.578229399999998
3841,restaurant,Flavors Restaurant,74.079589700000000,32.595643000000003
3842,restaurant,Al-Nakhal,74.079648700000007,32.595480299999998
3843,restaurant,Silver Spoon,74.079864599999993,32.592248200000000
3844,restaurant,AFC Restaurant,74.069216400000002,32.576501700000001
3845,restaurant,Faisal Restaurant,74.071310999999994,32.570117199999999
3846,school,Cadre Institute of Business,74.074818199999996,32.571364699999997
3847,school,Maqrooz Seerat un Nabvi,74.080219999999997,32.578111900000003
3848,school,Govt. Girls Model High School,74.079470299999997,32.579097300000001
3849,school,Municipal Model High School,74.075725899999995,32.586589400000001
3850,school,Vertex School  Of Management,74.080577000000005,32.571639900000001
3851,school,Ghazali Education System Senior Campus,74.077522599999995,32.594267700000003
3852,school,The Educator School,74.083933099999996,32.587940099999997
3853,school,Dar-e-Arqam,74.087434700000003,32.584116199999997
3854,college,E-Tech College,74.074997999999994,32.573898499999999
3855,college,Ajmery College of Commerce,74.074879999999993,32.576166700000002
3856,college,Jamia Ghosia Naaemia Degree College For Women,74.082300300000000,32.577988499999996
3857,college,Chenab College Of Commerce,74.076811199999995,32.581232900000003
3858,college,Girls Inter College Gujrat,74.078782599999997,32.598961699999997
3859,college,Zamindar College,74.078893600000001,32.601726999999997
3860,hospital,Sultan Clinic,74.074943000000005,32.570806400000002
3861,hospital,Bashir Hospital,74.072620200000003,32.568358400000001
3862,hospital,Innayat Children Hospital,74.066227799999993,32.567068399999997
3863,hospital,Maternity Hospital,74.075396299999994,32.570881000000000
3864,hospital,Al-Ahmed Clinic,74.081702199999995,32.572100499999998
3865,hospital,Atiya Clinic,74.073109700000003,32.575631000000001
3866,hospital,Rehmat Hospital,74.074944299999999,32.572480200000001
3867,hospital,Ali Children,74.075000700000004,32.577581600000002
3868,hospital,Malik Haider Hospital,74.073182099999997,32.583636499999997
3869,hospital,Zoha Clinic,74.084299700000003,32.569534699999998
3870,hospital,Mirza Akram Hospital,74.080351500000006,32.579208700000002
3871,hospital,Gujrat Hospital,74.079546800000003,32.595909700000000
3872,hospital,Punjab Medical Center,74.079552199999995,32.596040799999997
3873,hospital,Habib Clinic,74.128856499999998,32.599204299999997
3874,hospital,Umeed Clinic and Maternity Hospital,74.079080099999999,32.608093400000001
3875,college,Gujrat College of Commerce,74.079600400000004,32.612259700000003
3876,doctors,Zain Clinic,74.081995199999994,32.572519000000000
3877,doctors,Dr Ghulam Rabbani Azeemi,74.085208399999999,32.572491900000003
3878,doctors,Dr Waseem Butt,74.084215999999998,32.576677900000000
3879,doctors,"Dr Shabbir Mirza, Chest Specialist",74.080466299999998,32.581794899999998
3880,bank,Meezan Bank,74.075509600000004,32.566135600000003
3881,bank,MCB Bank Railway Road Branch,74.072639600000002,32.568536299999998
3882,bank,WallStreet Exchange Company Gujrat Branch,74.071867100000006,32.569544399999998
3883,bank,"UBL: G.T Rd, Gujrat",74.070107600000000,32.571165100000002
3884,bank,First Women Bank Ltd,74.074827999999997,32.571314600000001
3885,college,Punjab College of Commerce,74.067926999999997,32.573165500000002
3886,bank,Saudi Pak Bank,74.068908699999994,32.572279399999999
3887,bank,Bank Of Punjab,74.074830399999996,32.571413499999998
3888,bank,Habib Bank Limited,74.074923499999997,32.574928499999999
3889,bank,MCB : Bank,74.080059899999995,32.592177200000002
3890,bank,Sadiq Center,74.068778600000002,32.585026800000001
3891,bank,HBL Express Gujrat,74.053028600000005,32.588362500000002
3892,bank,Habib Bank Limited,74.058060499999996,32.581754300000000
3893,bank,National Bank Of Pakistan,74.057953200000000,32.582341900000003
3894,bank,Allied Bank Limited,74.080202099999994,32.578020500000001
3895,bank,Habib Bank Limited,74.080275799999995,32.584343799999999
3896,bank,"Bank of Punjab, University Branch",74.159490899999994,32.637258500000002
3897,college,Superior College,74.076712599999993,32.584082299999999
3898,atm,Habib Bank Limited ATM,74.074915899999993,32.574920400000003
3899,atm,Bank Of Punjab ATM,74.074848299999999,32.571495100000000
3900,atm,First Women Bank ATM,74.074802599999998,32.571262500000003
3901,bank,"UBL Kachairi Rd, Branch",74.080122099999997,32.577946900000001
3902,atm,UBL GT. Road Branch ATM,74.070133499999997,32.571163800000001
3903,atm,"Allied Bank ATM, Circular Rd Gujrat",74.080175699999998,32.578026000000001
3904,atm,UBL kachairi road Branch ATM,74.080127500000003,32.577960400000002
3905,atm,"National Bank ATM Machine, Circular Road Gujrat",74.081597299999999,32.571624900000003
3906,bank,Habib Bank Limited,74.081739499999998,32.572296199999997
3907,bank,National Bank Of Punjab,74.081624099999999,32.571645199999999
3908,bank,Bank Of Punjab,74.080238399999999,32.584337300000001
3909,bank,Bank Al-Habib,74.080340699999994,32.584347000000001
3910,atm,Bank Al-Habib,74.080321499999997,32.584344199999997
3911,hospital,Doctor Hospital,74.076643300000001,32.584521500000001
3912,bank,Bank Of Punjab,74.080081899999996,32.579074700000000
3913,restaurant,Qand Fishan,74.079438100000004,32.595294400000000
3914,hospital,City Hospital,74.076643300000001,32.584598399999997
3915,college,Punjab Risers College,74.076554700000003,32.583936199999997
3916,restaurant,Spanish Pizza Hut,74.079961200000000,32.592700200000003
3917,restaurant,Zaiqa Fast Food and Restaurant,74.074918600000004,32.577596499999999
3918,restaurant,Continental Pizza,74.075001700000001,32.575729600000003
3919,school,Grammar Public School,74.082970599999996,32.584508000000000
3920,restaurant,Hot and Spicy,74.075444300000001,32.579673600000000
3921,school,Bloomfield School,74.076455499999994,32.583551999999997
3922,college,Jinah College for womens,74.076444800000004,32.583536100000003
3923,restaurant,Gourmet,74.074905200000003,32.575811000000002
3924,tower, ,69.621805800000004,25.365245099999999
3925,tower, ,69.611523099999999,25.403247000000000
3926,restaurant, ,72.326554000000002,30.439432600000000
3927,restaurant, ,72.325400500000001,30.439690200000001
3928,stadium, ,72.352587299999996,30.444429700000001
3929,college,Govt. Degree College,72.354477799999998,30.445032099999999
3930,hospital,Hashmat Medical Complex,74.076508700000005,32.583757900000002
3931,restaurant,Kaiser Restaurant,67.009500000000003,24.855493899999999
3932,university,Mirpur University of Science and Technology (MUST),73.745139100000003,33.149839900000003
3933,hospital,Akhtar Saeed Trust Teaching Hospital,74.212751800000007,31.444529100000000
3934,school,Govt.Comprehensive Higher Secondary School,74.354929400000003,31.584518400000000
3935,restaurant,"Banera, Rooftop Restaurant",74.215028000000004,31.447171800000000
3936,restaurant,Bundu Khan,74.364169700000005,31.534267400000001
3937,bakery,Rahat Bakery,74.376816500000004,31.529577600000000
3938,hospital,Fauji Foundation Hospital,74.394924500000002,31.500104000000000
3939,school,Fauji Foundation School,74.395753799999994,31.498918400000001
3940,restaurant,Mensa,71.485011600000007,34.003394999999998
3941,library,Civil Library,71.484932900000004,34.000885699999998
3942,park,VC Lawn,71.485482800000000,34.002475599999997
3943,university,Punjab University Cricket Ground,74.306763900000007,31.560565700000001
3944,college,Fatima Jinnah Medical University,74.319557599999996,31.555131899999999
3945,bookshop,Pak Book,74.319386300000005,31.552497500000001
3946,police,District Jail,74.321453399999996,31.541276400000001
3947,fast_food,Hardee's,74.232282400000003,31.468007600000000
3948,fast_food,KFC,74.232679399999995,31.468263799999999
3949,college,Government College boys,74.203741399999998,32.160811299999999
3950,college,Girls College,74.145787100000007,32.298212900000003
3951,restaurant,Kaka Jee hotel,71.446300199999996,33.519571900000003
3952,memorial,Quraish baba Mazar / قریش بابا زیارت,71.404467100000005,33.517108000000000
3953,school,Dhoda Boys High School,71.491178399999995,33.476708100000003
3954,school,Dhoda Girls School,71.489270899999994,33.474763199999998
3955,school,Dhoda Gov.  Primary School,71.490893200000002,33.477446800000003
3956,school,Sur Gul Gov. High School,71.393272800000005,33.511185300000001
3957,water_tower,water tank On hill,71.371674900000002,33.520685899999997
3958,water_tower,tower,71.434443099999996,33.506582299999998
3959,restaurant, ,71.431810700000000,33.504713799999998
3960,supermarket, ,71.431475100000000,33.504199900000003
3961,police,New Police station - Chambi,71.430163199999996,33.501856500000002
3962,police,Jarma Police Station,71.451516699999999,33.525796900000003
3963,school,Convent of Jesus & Mary,73.377185100000005,33.891967899999997
3964,restaurant,Fort View Hotel & Restaurant,74.311905100000004,31.587319500000000
3965,restaurant,Cooco's Den,74.311551100000003,31.587054500000001
3966,hospital,Fauji Foundation Hospital,73.095114100000004,33.551901000000001
3967,bank,State Bank of Pakistan,74.316065699999996,31.562905799999999
3968,fast_food,McDonald's,74.377146499999995,31.474994599999999
3969,hospital,Ittefaq Hospital,74.337509299999994,31.475665400000000
3970,school,Divisional Public School (DPS),74.327540200000001,31.480830600000001
3971,water_well, ,71.681496800000005,33.771684600000000
3972,water_tower,tower,71.885281300000003,33.846756499999998
3973,attraction,BHADAR BABA ZIARAT /,72.006208700000002,33.869456200000002
3974,attraction,بہادر با با زیارت,72.006270499999999,33.869399500000000
3975,college,Army Public college - Nowshera,71.995732200000006,33.996542800000000
3976,restaurant,Ze' Grill,74.213084400000000,31.434409700000000
3977,supermarket,Madina Cash and Carry,73.124956699999998,33.601315000000000
3978,hospital,Sughra Shafi Medical Complex,74.852289400000004,32.115933800000001
3979,university,Forman Christian College University,74.332316599999999,31.522407600000001
3980,golf_course,Nowshera Golf Course,71.995518200000006,34.008985799999998
3981,courthouse,Nowshera District Courts /نوشہرہ ڈسٹرکٹ کورٹ,71.992349599999997,34.006245900000003
3982,school,Girls High Scool,71.989410500000005,34.003748899999998
3983,school,Saint Francis High School,74.310382799999999,31.571922099999998
3984,museum,Lahore City Museum,74.309423499999994,31.568116199999999
3985,fast_food,Dunkin' Donuts,67.077560599999998,24.865547200000002
3986,convenience,shops,71.461959899999997,34.007974400000002
3987,bank,Dubai Islami Bank,74.272938999999994,31.469957999999998
3988,supermarket,MARKET,71.578330500000007,33.784241500000000
3989,supermarket,MARKET,71.557785999999993,33.794110400000001
3990,hotel,Royaute Luxury Hotel,74.348999399999997,31.514295099999998
3991,supermarket,super store,71.505471099999994,33.961106000000001
3992,mall,Hyper Shopping Mall Parking,71.499318400000007,33.963637100000000
3993,mall,North-West Hospital,71.494649100000004,33.967475899999997
3994,restaurant, ,71.501158500000003,33.956072700000000
3995,school,sir syed islamia model high school,71.502898999999999,33.958384500000001
3996,college,Gov. Degree College - Achini,71.516685199999998,33.963955800000001
3997,college,Government Post Graduate College,72.859063399999997,32.935893999999998
3998,college,University of Engineering and Technology,72.860124799999994,32.933582299999998
3999,water_tower,WATER TOWER,71.553194700000006,33.966369499999999
4000,supermarket, ,71.504578800000004,33.961546900000002
4001,water_tower,Tower,71.568290899999994,34.009974399999997
4002,water_tower,TOWER,71.557252099999999,34.002524399999999
4003,restaurant,Namak Mandi Restaurants,71.565987100000001,34.005646700000000
4004,university,Frontier college for Women Univercity,71.572744000000000,34.014097499999998
4005,school,Government Higher secondary school Num.1,71.575404700000007,34.014320499999997
4006,monument,REHMAN BABA ZIARAT /  رحمان بابا قبر,71.589875899999996,33.993488900000003
4007,bank,نیشنل بینک آف پاکستان,71.574470000000005,34.010431400000002
4008,school,Government Pilot Secondary High School,74.301810099999997,31.512069199999999
4009,park,Gol Bagh,74.308975799999999,31.516330499999999
4010,fast_food,McDonald's,74.251857299999998,31.466965200000001
4011,university,COMSATS Institute of Information Technology,74.213729599999994,31.400633200000001
4012,jeweller,ندر شہر بازار,71.572779100000005,34.010399800000002
4013,museum, ,71.578240699999995,34.008776099999999
