FID,Category,Name,District,Province,Latitude,Longitude
965,CHILDREN HOSPITAL,DR SHUJAAT CHILDREN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.997159162499997,72.932028609800000
966,GENERAL PHYSICIAN,HEBAJI ZUHRA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.996094535499999,72.898811011700005
967,GENERAL PHYSICIAN,QURESHI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.013437613000001,72.905679314899999
968,GENERAL PHYSICIAN,NASEEM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.016223957900003,72.906875087399996
969,GENERAL PHYSICIAN,DR. ALAM KHAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.016784640399997,72.911640891000005
970,GENERAL PHYSICIAN,ALI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.017274239199999,72.924865309599994
971,GENERAL PHYSICIAN,RAFIQUE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.018643300199997,72.905724660900006
972,GENERAL PHYSICIAN,SIRAY NIAMAT KHAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.019817694300002,72.909053725099994
973,GENERAL PHYSICIAN,RANI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.020266743100002,72.908993584900003
974,GENERAL PHYSICIAN,SAHAD CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.020138739399997,72.910009845700003
975,GENERAL PHYSICIAN,MUFTI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.022316052900003,72.915120245899999
976,GENERAL PHYSICIAN,WAZIR JAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.023223395899997,72.907773667200004
977,GENERAL PHYSICIAN,ACUPUNCTURE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.023290899499997,72.907602007700007
978,GENERAL PHYSICIAN,AL SYED CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.025466228100001,72.905555637800006
979,GENERAL PHYSICIAN,TABSAM CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.030162808199997,72.925054101900002
980,GENERAL PHYSICIAN,RAZIQ CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.045363560699997,72.954666617300006
981,GENERAL PHYSICIAN,ZAKIA CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.045591831400003,72.954823360299997
982,GENERAL PHYSICIAN,SALAMAT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.065897932900000,73.012121766199996
983,GENERAL PHYSICIAN,ASFAND CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.047553237099997,72.816447937999996
984,GENERAL PHYSICIAN,MOTHER CARE CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.018755806100003,72.905017344000001
985,GENERAL PHYSICIAN,RAJPOOT CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.011008882600002,72.910440788700001
986,GENERAL PHYSICIAN,SURGEON DR SARDAR BABAR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.001222880699999,72.935725428200001
987,GENERAL PHYSICIAN,NEW POLY CLINIC (DR M KHAWAR),HARIPUR,KHYBER PAKHTUNKHWA,34.002321701000000,72.935615411900002
988,HOMEOPATHIC,NOOR HOMEO CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,34.002331148099998,72.934073315500001
989,GENERAL PHYSICIAN,MAHNOOR CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.984204740199999,72.921664979699997
990,GENERAL PHYSICIAN,AMIRA BALAJI CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.986433084799998,72.911339582200000
991,GENERAL PHYSICIAN,ZESHAN CLINIC,HARIPUR,KHYBER PAKHTUNKHWA,33.986451931700003,72.911010738399995
992,GENERAL HOSPITALS,SHAH MAQSOOD HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.985866745599999,73.034432358199993
993,GENERAL HOSPITALS,ALHASHMI HASHMI JOINT TREATMENT,HARIPUR,KHYBER PAKHTUNKHWA,34.030204409900001,73.012895082699998
994,GENERAL HOSPITALS,MEHAR GENERAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.995810395699998,72.931741083500000
995,GENERAL HOSPITALS,AL-HASHIMI SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.993325485000000,72.930902289599999
996,ROUTINE TEST LABORATORIES,AGHA KHAN UNIVERSITY HOSPITAL LABORATORY,HARIPUR,KHYBER PAKHTUNKHWA,33.995223184600000,72.927364901900006
997,GENERAL HOSPITALS,NOOR SURGICAL HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.995009611100002,72.929024521200006
998,MEDICAL STORES,NATIONAL MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994085634500003,72.932857242799997
999,MEDICAL STORES,WAHEED MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994113716599998,72.932762485400005
1000,MEDICAL STORES,HAZARA MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994111872200001,72.932651912899999
1001,MEDICAL STORES,FARID MEDICAL HALL & MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994121876500003,72.932565382400000
1002,MEDICAL STORES,MEDICAL STORES,HARIPUR,KHYBER PAKHTUNKHWA,33.994225430800000,72.932531578899997
1003,MEDICAL STORES,PAK MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994597164299996,72.933492948700007
1004,MEDICAL STORES,AL-MADINA MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994743723900001,72.933496324499998
1005,MEDICAL STORES,M ABDULLAH MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994960511300000,72.933552366499995
1006,MEDICAL STORES,NOUMAN & BROTHERS MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.995004035800001,72.933554525999995
1007,MEDICAL STORES,MASROOR MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994486102000003,72.935869933500001
1008,MEDICAL STORES,ARSALAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994342198500000,72.936317524299994
1009,MEDICAL STORES,HUZAIFA MEDICAL STORE & GENERAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994620621599999,72.937629262399994
1010,MEDICAL STORES,MAJID MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.997591882700000,72.935780162599997
1011,MEDICAL STORES,MAQBOOL MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.999162404499998,72.933097138999997
1012,MEDICAL STORES,NEW AL-ABBAS MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.997157477999998,72.932301896400006
1013,MEDICAL STORES,FRONTIER MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.001317952199997,72.934821167500004
1014,MEDICAL STORES,AMIR NOMAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.979522229300002,72.923461710599994
1015,MEDICAL STORES,REHMAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994535608500001,72.929080658299995
1016,MEDICAL STORES,AHSAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.994665489399999,72.928575216599995
1017,MEDICAL STORES,NEW KHALID MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.002784254799998,72.934015292100000
1018,MEDICAL STORES,AMIR MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.003606576899998,72.934071353299998
1019,MEDICAL STORES,STANDARD MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.015199728799999,72.907633759999996
1020,MEDICAL STORES,FAISAL MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.015088703300002,72.908591815600005
1021,MEDICAL STORES,ZAMAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.017274694000001,72.914869466599995
1022,MEDICAL STORES,INAYAT MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.025517920200002,72.912340730200000
1023,MEDICAL STORES,AFGHAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.027737221700001,72.916343832899997
1024,MEDICAL STORES,RAJPUT MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.029541575000003,72.909039054100006
1025,DAWAKHANA,PAK DAWAKHANA & MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.961366658800003,72.884644295499996
1026,MEDICAL STORES,QAZI MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.995374461499999,73.056875739899994
1027,GENERAL HOSPITALS,DR. MANZOOR HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,34.001914860200003,72.937055445799999
1028,GENERAL HOSPITALS,SHEHWAR HOSPITAL & EMERGENCY CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.001113214199997,72.935896297599996
1029,SPECIALIST,NASEEM'S SURGERY,HARIPUR,KHYBER PAKHTUNKHWA,34.019298651699998,72.910151112999998
1030,GENERAL HOSPITALS,ABBASI WELFARE COMPLEX HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,34.013527594599999,72.905247376600002
1031,GENERAL PHYSICIAN,FAMILY HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.018395238899998,72.905804898499994
1032,MEDICAL STORES,SOCIAL SECURITY MEDI CARE CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.027946498600002,72.916664529000002
1033,MATERNITY HOME,AL-BASIT MEMORIAL MEDICAL CENTRE & MATERNITY HOME,HARIPUR,KHYBER PAKHTUNKHWA,33.986014187099997,72.981798291999993
1034,MEDICAL STORES,EHSAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,34.020407808599998,72.909738182200002
1035,MEDICAL STORES,AWAN MEDICAL STORE,HARIPUR,KHYBER PAKHTUNKHWA,33.852745557699997,72.850436822899994
1036,MEDICAL STORES,AL-SHIFA HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,33.904340507400001,72.862915616199999
1037,MEDICAL STORES,HEALTH CENTER MANG,HARIPUR,KHYBER PAKHTUNKHWA,33.902913015400003,72.917712323000003
1038,MEDICAL STORES,GOOD LIFE HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.020685966599999,72.906280179700005
1039,MEDICAL STORES,HEALTH CENTER,HARIPUR,KHYBER PAKHTUNKHWA,34.019099183599998,72.916040184099998
1040,MEDICAL STORES,REHMAN HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,33.996165980100002,72.935653982000005
1041,MEDICAL STORES,AL-SYED HEALTH CARE,HARIPUR,KHYBER PAKHTUNKHWA,33.996671705200001,72.929961660499998
1042,MEDICAL STORES,MAHNOOR HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,33.995710935699996,72.929891130399994
1043,MEDICAL STORES,EDO HEALTH,HARIPUR,KHYBER PAKHTUNKHWA,33.994604584800001,72.932455834600006
1044,MEDICAL STORES,AWAN HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,33.996705632500003,72.933453894699994
1045,MEDICAL STORES,KHALID HEALTH CENTRE,HARIPUR,KHYBER PAKHTUNKHWA,34.001912604399998,72.933836794200005
1046,CLINICAL LABORATORIES,NATIONAL CLINICAL LABORATORY,HARIPUR,KHYBER PAKHTUNKHWA,33.994890566199999,72.930528863199996
1047,RURAL HEALTH CENTER,RHC KHANPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.802261549199997,72.912021422600006
1048,GENERAL HOSPITALS,T&T COLONY HOSPITAL,HARIPUR,KHYBER PAKHTUNKHWA,33.968840035699998,72.926498583599994
1049,DISPENSARY,CIVIL DISPENSARY KOT NAJIBULLAH,HARIPUR,KHYBER PAKHTUNKHWA,33.933570146400001,72.855202242999994
1050,RURAL HEALTH CENTER,RHC KANGRA COLONY,HARIPUR,KHYBER PAKHTUNKHWA,33.957767189099997,72.888450827499994
1051,GENERAL HOSPITALS,CENTRAL JAIL HOSPITAL HARIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.995356016400002,72.932400301300007
1052,DISTRICT HEADQUARTER HOSPITAL,DISTRICT HEADQUARTER HOSPITAL HARIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.997569640199998,72.914692357400000
1053,GENERAL HOSPITALS,FAUJI FOUNDATION HOSPITAL & VOCATIONAL TRAINING CENTER,HARIPUR,KHYBER PAKHTUNKHWA,33.998792122799998,72.912960959700001
1054,BASIC HEALTH UNIT,BHU GADWALIAN,HARIPUR,KHYBER PAKHTUNKHWA,34.010855416699997,72.809520731800006
1055,BASIC HEALTH UNIT,BHU KOKLIAN PEERAN,HARIPUR,KHYBER PAKHTUNKHWA,33.964301300400003,72.802920388299995
1056,BASIC HEALTH UNIT,BHU DINGI,HARIPUR,KHYBER PAKHTUNKHWA,33.904178207100003,72.807598100099995
1057,BASIC HEALTH UNIT,BHU HATTAR,HARIPUR,KHYBER PAKHTUNKHWA,33.850997400399997,72.851780137000006
1058,BASIC HEALTH UNIT,BHU TOFKIAN,HARIPUR,KHYBER PAKHTUNKHWA,33.774086920899997,72.839894449699997
1059,BASIC HEALTH UNIT,BHU MIRPUR KAHAL,HARIPUR,KHYBER PAKHTUNKHWA,33.771235961899997,72.840154353499997
1060,SUB-HEALTH CENTER,SHC JOLIAN,HARIPUR,KHYBER PAKHTUNKHWA,33.773411554600003,72.880169265000006
1061,SUB-HEALTH CENTER,SHC GARAM THOM,HARIPUR,KHYBER PAKHTUNKHWA,33.758875492000001,72.933971809200003
1062,BASIC HEALTH UNIT,BHU NAJAFPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.799711174700001,72.985692657200005
1063,BASIC HEALTH UNIT,BHU MUSLIM ABAD,HARIPUR,KHYBER PAKHTUNKHWA,33.801264336300001,73.058394263500006
1064,BASIC HEALTH UNIT,BHU BARAKOT,HARIPUR,KHYBER PAKHTUNKHWA,33.857591815399999,73.172883703799997
1065,SUB-HEALTH CENTER,SHC JABBRI,HARIPUR,KHYBER PAKHTUNKHWA,33.904471603499999,73.175294406099994
1066,GENERAL HOSPITALS,CIVIL HOSPITAL HALI,HARIPUR,KHYBER PAKHTUNKHWA,33.857307768100000,73.108225679000000
1067,BASIC HEALTH UNIT,BHU DARTIAN,HARIPUR,KHYBER PAKHTUNKHWA,33.838007468900003,73.015178736500005
1068,BASIC HEALTH UNIT,BHU KOHI NARA,HARIPUR,KHYBER PAKHTUNKHWA,33.835868807399997,72.932308463799998
1069,BASIC HEALTH UNIT,BHU MONG,HARIPUR,KHYBER PAKHTUNKHWA,33.909246585900000,72.911001522700005
1070,RURAL HEALTH CENTER,RHC KOT NAJEEBULLAH,HARIPUR,KHYBER PAKHTUNKHWA,33.926588397300002,72.845151459500002
1071,DISPENSARY,DISPENSARY KOT NAJIBULLAH,HARIPUR,KHYBER PAKHTUNKHWA,33.930585539600003,72.852380124500002
1072,BASIC HEALTH UNIT,BHU KANGRA COLONY,HARIPUR,KHYBER PAKHTUNKHWA,33.960693965899999,72.884074243499995
1073,BASIC HEALTH UNIT,BHU PANNIAN,HARIPUR,KHYBER PAKHTUNKHWA,33.974856563199999,72.852921175800006
1074,BASIC HEALTH UNIT,BHU JOB,HARIPUR,KHYBER PAKHTUNKHWA,33.883896334399999,73.042637660899999
1075,BASIC HEALTH UNIT,BHU GHUMANWAN,HARIPUR,KHYBER PAKHTUNKHWA,33.902006532999998,73.069848765399996
1076,GENERAL HOSPITALS,CIVIL HOSPITAL REHANA,HARIPUR,KHYBER PAKHTUNKHWA,33.945089959100002,73.026141521200003
1077,BASIC HEALTH UNIT,BHU BANDI SHER KHAN,HARIPUR,KHYBER PAKHTUNKHWA,33.962465749000003,73.057271560299995
1078,BASIC HEALTH UNIT,BHU BAGRA,HARIPUR,KHYBER PAKHTUNKHWA,33.973613196999999,73.078157325399999
1079,BASIC HEALTH UNIT,BHU DHAND (GADOON AREA),HARIPUR,KHYBER PAKHTUNKHWA,34.007432950899997,73.078872110299997
1080,DISPENSARY,CIVIL DISPY. PHARHARI,HARIPUR,KHYBER PAKHTUNKHWA,34.041617115100003,73.021230104099999
1081,RURAL HEALTH CENTER,RHC SERAI NIAMAT KHAN,HARIPUR,KHYBER PAKHTUNKHWA,34.077977495799999,73.006447493899998
1082,BASIC HEALTH UNIT,BHU MANAKRAI,HARIPUR,KHYBER PAKHTUNKHWA,34.001245296000000,72.966038261799994
1083,BASIC HEALTH UNIT,BHU SHAH MUHAMMAD,HARIPUR,KHYBER PAKHTUNKHWA,33.992015575200000,72.958817558700005
1084,BASIC HEALTH UNIT,BHU SIKANDARPUR,HARIPUR,KHYBER PAKHTUNKHWA,34.006230408400000,72.937216430299998
1085,MCH CENTRE,GOVT. MCH CENTER HARIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.998252313999998,72.934055206799997
1086,BASIC HEALTH UNIT,BHU MEELAM,HARIPUR,KHYBER PAKHTUNKHWA,33.998255500799999,72.896002964399997
1087,DISPENSARY,CIVIL DISPENSARY KALABAT SEC NO.1,HARIPUR,KHYBER PAKHTUNKHWA,34.008886157600003,72.918490520399999
1088,MCH CENTRE,GOVT. MCH CENTER KALABAT,HARIPUR,KHYBER PAKHTUNKHWA,34.010253800900003,72.909696513599997
1089,DISPENSARY,CIVIL DISPY. KALABAT SEC NO.4,HARIPUR,KHYBER PAKHTUNKHWA,34.016867363499998,72.906872802500004
1090,DISPENSARY,CIVIL DISPENSARY KALABAT SEC NO. 2,HARIPUR,KHYBER PAKHTUNKHWA,34.019603171100002,72.916730506600004
1091,BASIC HEALTH UNIT,BHU GALI AMAZI,HARIPUR,KHYBER PAKHTUNKHWA,34.129769996100002,72.977472228200000
1092,BASIC HEALTH UNIT,BHU BEER,HARIPUR,KHYBER PAKHTUNKHWA,34.163942723500000,72.957973527099995
1093,BASIC HEALTH UNIT,BHU KALINGER,HARIPUR,KHYBER PAKHTUNKHWA,34.163023396200003,72.878961856600000
1094,BASIC HEALTH UNIT,BHU LUDER MONG,HARIPUR,KHYBER PAKHTUNKHWA,34.223495465500001,72.897442414799997
1095,BASIC HEALTH UNIT,BHU CHANTRY,HARIPUR,KHYBER PAKHTUNKHWA,34.212178414100002,72.952110945100003
1096,SUB-HEALTH CENTER,SHC BANDI BAREELA,HARIPUR,KHYBER PAKHTUNKHWA,34.251143165999999,72.890424520400003
1097,BASIC HEALTH UNIT,BHU KARIPLIAN,HARIPUR,KHYBER PAKHTUNKHWA,34.290606330899998,72.849107282299997
1098,DISPENSARY,CIVIL DISPENSARY. HARIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.944903872200001,72.949342860200005
1099,BASIC HEALTH UNIT,BHU SARAI SALEH,HARIPUR,KHYBER PAKHTUNKHWA,33.988410019900002,72.981536713200001
1100,BASIC HEALTH UNIT,"BHU REHANA
JALSI DARA RD HARĪPUR",HARIPUR,KHYBER PAKHTUNKHWA,33.993972831100002,72.989527600499997
1101,GENERAL HOSPITALS,CIVIL HOSPITAL KALABAT,HARIPUR,KHYBER PAKHTUNKHWA,34.029719725299998,72.909813898600007
1102,BASIC HEALTH UNIT,BHU NULLAH,HARIPUR,KHYBER PAKHTUNKHWA,33.892543702700003,73.156316992900003
1103,BASIC HEALTH UNIT,BHU STC'S MEELUM,HARIPUR,KHYBER PAKHTUNKHWA,33.999166664999997,72.896678643800001
1104,TB,TB CLINIC DHQ HOSPITAL HARIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.997569640199998,72.914692357400000
1105,LEPROSY CENTRE,LEPROSY CLINIC HRIPUR,HARIPUR,KHYBER PAKHTUNKHWA,33.997569640199998,72.914692357400000
1106,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL BANDA DAUD SHAH,KARAK,KHYBER PAKHTUNKHWA,33.269461701300003,71.184545684900002
1107,RURAL HEALTH CENTER,RHC NARI PANUS,KARAK,KHYBER PAKHTUNKHWA,33.186614618800000,71.151655307900000
1108,BASIC HEALTH UNIT,BHU KHURRAM,KARAK,KHYBER PAKHTUNKHWA,33.213828869300002,71.043240305200001
1109,BASIC HEALTH UNIT,BHU MAKOORI,KARAK,KHYBER PAKHTUNKHWA,33.304135084300000,71.215175465200005
1110,BASIC HEALTH UNIT,BHU SHAHEEDAN,KARAK,KHYBER PAKHTUNKHWA,33.238747230000001,70.841544630000001
1111,GENERAL HOSPITALS,CIVIL HOSPITAL GURGURI,KARAK,KHYBER PAKHTUNKHWA,33.291893079499999,70.787375443900004
1112,BASIC HEALTH UNIT,BHU DROSH KHEL,KARAK,KHYBER PAKHTUNKHWA,33.197359774600002,70.937718183499996
1113,GENERAL HOSPITALS,CIVIL HOSPITAL TERI,KARAK,KHYBER PAKHTUNKHWA,33.294451309999999,71.105589469999998
1114,GENERAL HOSPITALS,CIVIL HOSPITAL BAHADUR KHEL,KARAK,KHYBER PAKHTUNKHWA,33.182196429999998,70.959921910000006
1115,BASIC HEALTH UNIT,BHU JATTA ISMAIL KHEL,KARAK,KHYBER PAKHTUNKHWA,33.280968999999999,71.320427140000007
1116,GENERAL PHYSICIAN,DR. SHIHZAD GUL CLINIC,KARAK,KHYBER PAKHTUNKHWA,33.113367641600000,71.091051446099996
1117,DIAGNOSTIC CENTRE,KHAN X-RAY,KARAK,KHYBER PAKHTUNKHWA,33.113445682399998,71.090940702099999
1118,CLINICAL LABORATORIES,GUL CLINICAL LABORATORY,KARAK,KHYBER PAKHTUNKHWA,33.113457196399999,71.091026492099999
1119,MATERNITY HOME,SMIA MATERNITY HOME,KARAK,KHYBER PAKHTUNKHWA,33.114733460700002,71.090438018499995
1120,GENERAL PHYSICIAN,DR. HIJRAAN CLINIC,KARAK,KHYBER PAKHTUNKHWA,33.114351277300003,71.092072147799996
1121,GENERAL PHYSICIAN,DR. NOREEN CLINIC,KARAK,KHYBER PAKHTUNKHWA,33.105340232499998,71.100888187099997
1122,MEDICAL STORES,IHSAN MEDICAL CENTER,KARAK,KHYBER PAKHTUNKHWA,33.136586167499999,71.185659880900005
1123,MATERNITY HOME,AMAL ZAEI MATERNITY CENTER,KARAK,KHYBER PAKHTUNKHWA,33.115639223000002,71.113492621899994
1124,MATERNITY HOME,JEENA MATERNITY HOME,KARAK,KHYBER PAKHTUNKHWA,33.119121159300001,70.911942558800007
1125,GENERAL HOSPITALS,KHATTAK SURGICAL HOSPITAL,KARAK,KHYBER PAKHTUNKHWA,33.109474097899998,70.878043743399999
1126,GENERAL PHYSICIAN,DR. MAHMOOD HUSSAIN CLINIC,KARAK,KHYBER PAKHTUNKHWA,33.120147883800001,71.111047946400006
1127,GENERAL HOSPITALS,KONATI HOSPITAL,KARAK,KHYBER PAKHTUNKHWA,33.146231036600000,71.189125126700006
1128,DIAGNOSTIC CENTRE,KDA SURGICAL CENTER,KARAK,KHYBER PAKHTUNKHWA,33.128258641700000,71.142787279299995
1129,MEDICAL STORES,TARIQ MEDICAL STORE,KARAK,KHYBER PAKHTUNKHWA,33.135370772400002,71.147426505100000
1130,MEDICAL STORES,LAWAGHAR DRUG STORE,KARAK,KHYBER PAKHTUNKHWA,33.115505573100002,71.094581080300003
1131,MEDICAL STORES,ZAFAR DRUG STORE,KARAK,KHYBER PAKHTUNKHWA,33.116014636999999,71.095182484999995
1132,CHILDREN HOSPITAL,WOMEN & CHILDS HOSPITAL,KARAK,KHYBER PAKHTUNKHWA,33.114281736499997,71.090728118900003
1133,DISTRICT HEADQUARTER HOSPITAL,DHQ HOSPITAL KARAK,KARAK,KHYBER PAKHTUNKHWA,33.127904261399998,71.152925878800005
1134,RURAL HEALTH CENTER,RHC SABIR ABAD,KARAK,KHYBER PAKHTUNKHWA,33.165916876399997,71.324190403000003
1135,BASIC HEALTH UNIT,BHU ISAK CHAUNTRA,KARAK,KHYBER PAKHTUNKHWA,33.140175843500003,71.231532757300002
1136,BASIC HEALTH UNIT,BHU KANDU KHEL,KARAK,KHYBER PAKHTUNKHWA,33.075743930100003,71.253988962199998
1137,BASIC HEALTH UNIT,BHU MITHA KHEL,KARAK,KHYBER PAKHTUNKHWA,33.015920042499999,70.898149228799994
1138,BASIC HEALTH UNIT,BHU SHAMSHAKI,KARAK,KHYBER PAKHTUNKHWA,33.134095550600001,71.396816052000005
1139,MCH CENTRE,GOVT. MCH CENTER KARAK,KARAK,KHYBER PAKHTUNKHWA,33.122112219999998,71.103244720000006
1140,BASIC HEALTH UNIT,BHU GHUNDI MIRA KHAN KHEL,KARAK,KHYBER PAKHTUNKHWA,33.125043159999997,71.290238489999993
1141,BASIC HEALTH UNIT,BHU KHOJAKI KILLY,KARAK,KHYBER PAKHTUNKHWA,33.178972399999999,71.234257589999999
1142,RURAL HEALTH CENTER,RHC JANDURI,KARAK,KHYBER PAKHTUNKHWA,33.181317149999998,71.257412000000002
1143,BASIC HEALTH UNIT,BHU WARANA MIR HASSAN KHEL,KARAK,KHYBER PAKHTUNKHWA,33.033011739999999,70.915078570000006
1144,RURAL HEALTH CENTER,RHC LATEMBER,KARAK,KHYBER PAKHTUNKHWA,33.101009480000002,70.869649050000007
1145,TB,TB CLINIC KARAK,KARAK,KHYBER PAKHTUNKHWA,33.127904261399998,71.152925878800005
1146,DISPENSARY,CIVIL DISPENSARY MANDAWA,KARAK,KHYBER PAKHTUNKHWA,33.036821959999997,70.838581120000001
1147,DISPENSARY,CIVIL DISPENSARY ISAK CHAUNTRA,KARAK,KHYBER PAKHTUNKHWA,33.136766909999999,71.241291840000002
1148,MEDICAL STORES,LUQMAN DRUG HOUSE,KARAK,KHYBER PAKHTUNKHWA,33.052745011799999,71.016178432100006
1149,GENERAL PHYSICIAN,DR. LATIF CLINIC,KARAK,KHYBER PAKHTUNKHWA,33.054281013000001,71.017831762300005
1150,GENERAL HOSPITALS,SHAHSLEM HOSPITAL,KARAK,KHYBER PAKHTUNKHWA,32.880760375300000,71.026936701799997
1151,GENERAL HOSPITALS,CIVIL HOSPITAL THATHI NASRATHI,KARAK,KHYBER PAKHTUNKHWA,33.006087018599999,71.085064652599996
1152,BASIC HEALTH UNIT,BHU CHOWKARA,KARAK,KHYBER PAKHTUNKHWA,33.031510554999997,71.030924916700002
1153,BASIC HEALTH UNIT,BHU SHENAWA GUDI KHEL,KARAK,KHYBER PAKHTUNKHWA,32.891913561300001,71.074661887600001
1154,BASIC HEALTH UNIT,BHU BANGI KALLA,KARAK,KHYBER PAKHTUNKHWA,32.932859542800003,71.033728841599995
1155,BASIC HEALTH UNIT,BHU JEHANGIRI BANDA,KARAK,KHYBER PAKHTUNKHWA,32.956451988200001,70.991586944500000
1156,MCH CENTRE,GOVT. MCH CENTER THATHI NASRATHI,KARAK,KHYBER PAKHTUNKHWA,33.021287999999998,71.100899970000000
1157,RURAL HEALTH CENTER,RHC AHMAD ABAD,KARAK,KHYBER PAKHTUNKHWA,33.033891029999999,70.988938180000005
1158,BASIC HEALTH UNIT,BHU LAND KAMAR,KARAK,KHYBER PAKHTUNKHWA,33.029494620000001,70.976921340000004
1159,BASIC HEALTH UNIT,BHU ZARA GANDI,KARAK,KHYBER PAKHTUNKHWA,33.053528300000004,70.954060029999994
1160,BASIC HEALTH UNIT,BHU MONA KHEL,KARAK,KHYBER PAKHTUNKHWA,32.892033679999997,70.973990400000005
1161,GENERAL HOSPITALS,AL-SHIFA TRUST EYE HOSPITAL,KOHAT,KHYBER PAKHTUNKHWA,33.616362448099999,71.473086158100003
1162,GENERAL HOSPITALS,COLLEGE HOSPITAL,KOHAT,KHYBER PAKHTUNKHWA,33.540872237999999,71.515896446699998
