FID,name,aeroway,X,Y
565,Chashama Air Strip,runway,71.453548400000003,32.422838800000001
566, ,taxiway,71.567908700000004,32.564658899999998
567, ,taxiway,71.566128800000001,32.564520000000002
568, ,taxiway,71.552733000000003,32.562399100000000
569, ,taxiway,72.844640600000005,33.545194700000003
570, ,taxiway,72.806354600000006,33.551164499999999
571, ,taxiway,72.817743399999998,33.549388700000002
572, ,taxiway,72.816153900000003,33.551555100000002
573, ,taxiway,72.823971000000000,33.548417700000002
574, ,taxiway,72.825946500000001,33.551925699999998
575, ,taxiway,72.825361500000000,33.554809599999999
576, ,taxiway,72.829278599999995,33.547590100000001
577, ,taxiway,72.834154200000000,33.546829899999999
578, ,taxiway,66.970660499999994,30.550093300000000
579, ,taxiway,66.970436300000003,30.560715399999999
580, ,runway,66.976089299999998,30.548975299999999
581, ,taxiway,66.976089299999998,30.548975299999999
582, ,runway,66.980488199999996,30.565642100000002
583, ,runway,68.609770699999999,30.355684400000001
584, ,taxiway,66.932677600000005,30.250756299999999
585, ,taxiway,66.932546099999996,30.250369400000000
586, ,taxiway,66.932677600000005,30.250756299999999
587, ,taxiway,66.931079699999998,30.250607500000001
588, ,taxiway,66.930521700000000,30.250994400000000
589, ,taxiway,66.930862399999995,30.250802100000001
590, ,taxiway,66.932834499999998,30.251796599999999
591, ,taxiway,66.932578300000003,30.252053799999999
592, ,taxiway,66.932834499999998,30.251796599999999
593, ,taxiway,66.929754599999995,30.249658600000000
594, ,taxiway,66.929856599999994,30.249287899999999
595, ,taxiway,66.946755800000005,30.238676600000002
596, ,taxiway,66.946482200000005,30.238890999999999
597, ,taxiway,66.946095999999997,30.236418400000002
598, ,taxiway,66.945310800000001,30.237764200000001
599, ,taxiway,66.945080099999998,30.237195300000000
600, ,taxiway,66.945347699999999,30.237365000000000
601, ,taxiway,66.954327000000006,30.239843900000000
602, ,taxiway,66.954368599999995,30.239999200000000
603, ,taxiway,66.953668199999996,30.242547200000001
604, ,taxiway,66.952467400000003,30.242015899999998
605, ,taxiway,66.951112699999996,30.243779400000001
606, ,taxiway,66.950971899999999,30.243899899999999
607, ,taxiway,66.949714599999993,30.243993100000001
608, ,taxiway,66.949549700000006,30.244061500000001
609, ,taxiway,66.950273199999998,30.239800800000001
610, ,taxiway,66.949547699999997,30.240212100000001
611, ,taxiway,66.948680600000003,30.241265800000001
612, ,taxiway,66.947943699999996,30.241574600000000
613, ,taxiway,66.952590999999998,30.241171099999999
614, ,taxiway,66.952464199999994,30.240780099999998
615, ,taxiway,66.952464199999994,30.240780099999998
616, ,taxiway,74.402065199999996,31.523043200000000
617, ,taxiway,74.404321499999995,31.507176800000000
618, ,runway,74.404294899999996,31.505315700000001
619, ,runway,74.404850100000004,31.537806499999999
620, ,taxiway,74.402421000000004,31.529677199999998
621, ,taxiway,74.402737200000004,31.529097400000001
622, ,taxiway,74.402750600000005,31.529834200000000
623, ,taxiway,74.402473599999993,31.529671600000000
624, ,taxiway,74.402683699999997,31.526166900000000
625, ,taxiway,74.404601299999996,31.527691399999998
626, ,taxiway,74.404032700000002,31.528504699999999
627, ,taxiway,74.404721100000003,31.528804200000000
628, ,taxiway,74.404046100000002,31.527794300000000
629, ,taxiway,74.406825900000001,31.528579499999999
630, ,taxiway,74.406112699999994,31.528034300000002
631, ,taxiway,74.404716800000003,31.528572300000000
632, ,taxiway,74.404844800000006,31.535498700000002
633, ,taxiway,74.402806400000003,31.532894299999999
634, ,taxiway,74.398740000000004,31.512317400000001
635, ,taxiway,74.398651500000000,31.512493500000001
636, ,taxiway,74.400146800000002,31.513526500000001
637, ,taxiway,74.399955000000006,31.513602500000001
638, ,taxiway,74.405038599999997,31.515192200000001
639, ,taxiway,74.405939900000007,31.515185299999999
640, ,taxiway,74.343264899999994,31.497708700000000
641, ,taxiway,74.347852000000003,31.491233999999999
642, ,taxiway,74.347556900000001,31.491816600000000
643, ,runway,75.522379000000001,35.343405599999997
644, ,runway,75.535545499999998,35.322689099999998
645, ,runway,75.553449299999997,35.324281700000000
646, ,runway,75.529360299999993,35.354671400000001
647, ,taxiway,75.550821700000000,35.326062600000000
648, ,taxiway,75.530662599999999,35.329015699999999
649, ,taxiway,75.531050899999997,35.328324199999997
650, ,taxiway,75.532452699999993,35.351557700000001
651, ,taxiway,75.532191200000000,35.352490799999998
652, ,taxiway,75.532191200000000,35.352490799999998
653, ,taxiway,75.532059099999998,35.353118899999998
654, ,taxiway,75.532987000000006,35.351852000000001
655, ,taxiway,75.532657099999994,35.352322299999997
656, ,taxiway,75.551375100000001,35.325249999999997
657, ,taxiway,75.551698500000001,35.325080000000000
658, ,taxiway,75.551224599999998,35.325575100000002
659, ,taxiway,75.551043199999995,35.325794100000003
660, ,taxiway,71.804337700000005,35.893099200000002
661, ,taxilane,71.798181799999995,35.881788600000000
662, ,taxiway,71.797718500000002,35.881867499999998
663, ,taxiway,71.797400699999997,35.882284900000002
664, ,taxilane,71.798246199999994,35.881799399999998
665, ,runway,70.591561900000002,33.392988299999999
666, ,taxiway,72.839810499999999,33.549768800000002
667, ,stopway,71.513346400000003,34.008513600000001
668, ,stopway,71.515883799999997,33.978549800000003
669,08/26,runway,72.241371999999998,29.538104900000000
670, ,taxiway,73.091980300000003,33.614755600000002
671, ,taxiway,73.108721500000001,33.612279500000000
672,Runway: Qadirpur Gas Plant,runway,69.362654100000000,28.055204499999999
673, ,taxiway,71.418676199999993,30.197147099999999
674, ,taxiway,66.945371499999993,24.914086699999999
675, ,taxiway,66.946157400000004,24.915182800000000
676, ,taxiway,66.945095199999997,24.914856799999999
677, ,taxiway,66.943950299999997,24.914445499999999
678, ,taxiway,66.943340500000005,24.911458900000000
679, ,taxiway,66.942946199999994,24.913118099999998
680, ,taxiway,66.944958600000007,24.912908000000002
681, ,taxiway,66.942031400000005,24.909773800000000
682, ,taxiway,66.941605600000003,24.910260500000000
683, ,taxiway,66.941856599999994,24.906783399999998
684, ,taxiway,66.942134899999999,24.905523100000000
685, ,taxiway,66.940027099999995,24.906130699999999
686, ,taxiway,66.938345799999993,24.909244300000001
687, ,taxiway,66.943780399999994,24.904226300000001
688, ,taxiway,66.942490800000002,24.903516400000001
689, ,taxiway,66.941795600000006,24.904766400000000
690, ,taxiway,66.936270199999996,24.906907799999999
691, ,taxiway,66.935321400000007,24.905019700000000
692, ,taxiway,66.934963900000000,24.904621599999999
693, ,taxiway,66.934396500000005,24.903534799999999
694, ,taxiway,66.934912800000006,24.903564299999999
695, ,taxiway,66.934785899999994,24.902459700000001
696, ,taxiway,66.935835600000004,24.902251600000000
697, ,taxiway,66.934294699999995,24.901239000000000
698, ,taxiway,66.936319400000002,24.903586399999998
699, ,taxiway,66.935811299999997,24.903756000000001
700, ,taxiway,66.935803600000000,24.905098899999999
701, ,taxiway,66.936144600000006,24.905183099999999
702, ,taxiway,66.944727099999994,24.903082999999999
703, ,taxiway,66.944654700000001,24.903624799999999
704, ,taxiway,66.945447599999994,24.903144600000001
705, ,taxiway,66.946044000000001,24.904098999999999
706, ,taxiway,66.947686899999994,24.902738899999999
707, ,taxiway,66.935266499999997,24.887058799999998
708, ,taxiway,66.958204300000006,24.893082400000001
709, ,taxiway,66.954869400000007,24.892693800000000
710, ,taxiway,66.955116099999998,24.893100600000000
711, ,taxiway,66.955585299999996,24.894161799999999
712, ,taxiway,66.955811600000004,24.894611800000000
713, ,taxiway,66.954011499999993,24.897353800000001
714, ,taxiway,66.952755199999999,24.896760100000002
715, ,taxiway,66.953282700000003,24.896754999999999
716, ,taxiway,66.953805299999999,24.896087999999999
717, ,taxiway,66.959400599999995,24.895883699999999
718, ,taxiway,66.958950099999996,24.895879200000000
719, ,taxiway,66.957749199999995,24.896262700000001
720, ,taxiway,66.957209300000002,24.896334499999998
721, ,taxiway,66.957668799999993,24.895034700000000
722, ,taxiway,66.957768900000005,24.894008599999999
723, ,taxiway,66.958479600000004,24.894439899999998
724, ,taxiway,66.959090300000000,24.894149400000000
725, ,taxiway,66.958975100000004,24.892869000000001
726, ,taxiway,66.959635800000001,24.893200499999999
727, ,taxiway,66.959205400000002,24.892169899999999
728, ,taxiway,66.960736999999995,24.892033699999999
729, ,taxiway,66.960376600000004,24.892800900000001
730, ,taxiway,66.960636899999997,24.892460400000001
731, ,taxiway,66.950717400000002,24.900505700000000
732, ,taxiway,66.949528500000000,24.901415900000000
733, ,taxiway,66.949947399999999,24.901036500000000
734, ,taxiway,66.951154200000005,24.900110500000000
735, ,taxiway,66.943878900000001,24.885384999999999
736, ,taxiway,66.929724100000001,24.883654100000001
737, ,taxiway,66.931146200000001,24.883766500000000
738, ,taxiway,66.930465299999994,24.883558300000001
739, ,taxiway,66.927732399999996,24.891156299999999
740, ,taxiway,66.925995299999997,24.890960799999998
741, ,taxiway,66.925212099999996,24.896460800000000
742, ,taxiway,66.924940899999996,24.896846499999999
743, ,taxiway,66.925889900000001,24.895924200000000
744, ,taxiway,66.926986799999995,24.895723000000000
745, ,taxiway,66.928558100000004,24.896231700000001
746, ,taxiway,66.928903199999993,24.895935399999999
747, ,taxiway,66.927676899999994,24.895398799999999
748, ,taxiway,66.927218800000006,24.888071799999999
749, ,taxiway,67.230707400000000,24.968249100000001
750, ,taxiway,67.234615000000005,24.968726199999999
751, ,taxiway,67.229915800000001,24.968142600000000
752, ,taxiway,67.220790100000002,24.969305100000000
753, ,taxiway,67.219755599999999,24.972626300000002
754, ,taxiway,67.228981599999997,24.972490300000000
755, ,taxiway,67.229593100000002,24.973939500000000
756, ,taxiway,67.221449899999996,24.971391300000001
757, ,runway,67.177915600000006,24.953579399999999
758, ,taxiway,67.168334799999997,24.952441300000000
759, ,runway,67.164407999999995,24.946760399999999
760, ,taxiway,67.178033600000006,24.948920000000001
761, ,runway,67.664251399999998,26.749223499999999
762, ,taxiway,67.667153299999995,26.737705900000002
763, ,taxiway,67.506852899999998,26.191080599999999
764, ,runway,68.027418900000001,25.231487399999999
765, ,runway,68.046672900000004,25.256477799999999
766, ,taxiway,68.027760400000005,25.229133699999998
767, ,taxiway,68.026924199999996,25.234689899999999
768, ,taxiway,68.027451400000004,25.229369100000000
769, ,taxiway,68.028817399999994,25.230104600000001
770, ,taxiway,68.028801099999995,25.230516500000000
771, ,taxiway,68.034537900000004,25.244548500000001
772, ,taxiway,68.033898300000004,25.242384600000001
773, ,taxiway,68.032396199999994,25.240727300000000
774, ,taxiway,68.044613400000003,25.250451399999999
775, ,taxiway,68.040826100000004,25.250027700000000
776, ,taxiway,68.051172399999999,25.254452400000002
777, ,runway,67.753511399999994,24.835439500000000
778, ,taxiway,67.749026799999996,24.845506799999999
779, ,taxiway,67.745785699999999,24.827277500000001
780, ,taxiway,67.770377199999999,24.837795700000001
781, ,taxiway,67.169935199999998,24.904359899999999
782, ,taxiway,72.844399199999998,33.549054900000002
783, ,runway,73.800939600000007,32.087370800000002
784, ,taxiway,73.779039299999994,32.071679899999999
785, ,taxiway,73.786218000000005,32.076823500000003
786, ,taxiway,73.800486899999996,32.087046500000000
787, ,taxiway,73.802991100000000,32.084996500000003
788, ,taxiway,73.785681900000000,32.076439399999998
789, ,runway,63.015539099999998,25.982733400000001
790, ,taxiway,63.028336000000003,25.984135299999998
791, ,taxiway,63.031148799999997,25.986476000000000
792, ,taxiway,73.002351500000003,31.371115400000001
793, ,taxiway,63.028661300000003,25.981217999999998
794, ,taxiway,63.028643099999996,25.981380399999999
795, ,runway,70.986047200000002,30.195053099999999
796, ,jet_bridge,73.076359299999993,34.823138299999997
797, ,jet_bridge,71.818005600000006,36.061568999999999
798, ,jet_bridge,71.820117100000004,36.060746399999999
